
system:index,Burned_Area,CO,DW_bare,DW_built,DW_crops,DW_flooded,DW_grass,DW_shrub,DW_trees,DW_water,LST_C,NBR,NDMI,NDVI,NO2,S1_VH,S1_VV,S1_VV_VH,S2_B11,S2_B12,S2_B4,S2_B8,SAVI,SO2,T21,confidence,day,fire_date,fire_label,latitude,longitude,month,sample_type,source,year,.geo
2_1355_0,0,0.037820110871076326,0.08051379472017288,0.038621094997506586,0.4538749089813791,0.03561698098201305,0.09204506329260767,0.12812645819503815,0.06313661372987553,0.03611631505191326,33.52155359000005,0.08395773,-0.048085034,0.27864024,2.2646421996630253E-5,-17.288890551479017,-10.505785374764384,6.783105176714633,3106.0,2384.0,1591.5,2821.0,0.41791298436437796,9.613047878519505E-5,0,0,0,NO_FIRE,0,16.01471921628099,79.40697628975738,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.40657953974511,16.01246993943047]}"
2_1356_0,0,0.03500574904303102,0.05784602772577533,0.17907286439800546,0.20124536058643744,0.03377001036313318,0.055895238604751374,0.16284976650162467,0.14075426671964428,0.035318038991785476,32.998596529999986,0.053420447,-0.07911977,0.32032755,2.443704588511031E-5,-16.824273976534926,-7.290615883872622,9.533658092662304,3212.0,2463.0,1411.0,2741.0,0.48043347381095725,3.846372714300356E-5,0,0,0,NO_FIRE,0,11.030750285409331,77.64485078558782,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64588158287084,11.026820112567126]}"
2_1357_0,0,0.03738106784782079,0.03434434623923153,0.1511545677902177,0.06287518052849919,0.035622336447704586,0.047783570899628106,0.054792532906867565,0.48130183732137083,0.0344429298536852,20.09557103000003,0.4886351,0.21140486,0.6979891,2.8631173473134485E-5,-13.703345191200789,-6.7919574833189245,6.911387707881865,2185.0,1153.0,597.0,3356.5,1.0468512898330804,-1.6261770680309205E-5,0,0,0,NO_FIRE,0,10.02018942216822,76.5276671176179,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53197063056264,10.020706994353263]}"
2_1358_0,0,0.0385638877044267,0.05084554086822797,0.06049719264767334,0.37274414536031875,0.05315480476665292,0.06783193526287362,0.08298090692408674,0.1586952260444306,0.05442862615089718,32.79864236000003,0.29171163,0.104161605,0.4898859,2.8524037425624957E-5,-16.647225780269782,-9.154050257682258,7.493175522587524,2306.0,1558.5,973.1428571428571,2842.25,0.7347325565070897,1.3672103856598195E-4,0,0,0,NO_FIRE,0,18.86535974399358,78.76093334516207,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.75979253517905,18.86911254293055]}"
2_1359_0,0,0.03642704370435914,0.03579450204201481,0.03380117763984291,0.04005083388320225,0.04404497241108295,0.04514034362235928,0.057554623317521286,0.5100471814272597,0.09264787600156577,20.275017079999998,0.4792717,0.15431695,0.7283587,2.2168651673752696E-5,-13.35467369556245,-6.7052208956932216,6.649452799869229,1934.5,929.5,415.0,2640.5,1.0923592931937174,3.561021396310497E-5,0,0,0,NO_FIRE,0,10.18552848504261,76.58370056024386,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5858695476098,10.182403745494776]}"
2_1360_0,0,0.03283017027708017,0.048370847683287706,0.2194399782596717,0.11339093846302614,0.040565849806417725,0.08512554196528642,0.12902925233637175,0.17588343116712857,0.04111015840702836,12.393062960000009,0.1490604,0.0022256593,0.35872793,2.3954076399083855E-5,-15.567517866843048,-8.2663516102998,7.301166256543247,2645.0,1967.5,1253.9166666666667,2656.8,0.5380231215350721,5.133380363351031E-5,0,0,0,NO_FIRE,0,12.542243690460431,76.92658975386713,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92722935557522,12.544972942729117]}"
2_1361_0,0,0.03740933485864526,0.055121616709332626,0.045897455097964175,0.15311399458979186,0.03994096960657491,0.056184831652073906,0.25023393427702384,0.25076586759935776,0.03757497600208108,30.995636810000008,0.15702656,-0.020404462,0.42432845,2.8946925258151553E-5,-17.874147529215158,-10.810022404603977,7.064125124611181,2813.0,1967.5,1091.4625,2700.5,0.6364087317936564,1.2651154570708935E-4,0,0,0,NO_FIRE,0,18.521463551883333,78.29029147951664,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.29266858743689,18.518769582123937]}"
2_1362_0,0,0.0375035991390705,0.08338573976123537,0.09929346122821285,0.04861099106809971,0.03366429902697829,0.038650466108017346,0.17202479910867458,0.3036376754329963,0.03525536984670907,28.628657960000055,0.11441515,-0.09310899,0.27039194,2.1777745576995123E-5,-14.49192094081463,-6.8957932990188695,7.596127641795761,2891.0,1906.0,1377.5,2398.5,0.4055342248113333,6.95687693338601E-5,0,0,0,NO_FIRE,0,11.800761564083832,75.60504971048897,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.60670588791953,11.799371256909915]}"
2_1363_0,0,0.03676833748403359,0.056537593419974046,0.0379703919403255,0.26113995308211696,0.10928322164497027,0.06250318579841405,0.15831402703964462,0.18321911556801448,0.04963127931114286,35.297214980000035,0.18872733,0.017318795,0.32942164,3.200804757246189E-5,-17.18495689835549,-9.778639816934797,7.406317081420694,1915.0,1353.0,1000.0,1982.5,0.4940496144820651,6.185427103869803E-5,0,0,0,NO_FIRE,0,17.524768410069925,77.40405282640249,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40333645615857,17.52163961675127]}"
2_1364_0,0,0.03559900175483961,0.0803181672624002,0.04136811264066233,0.36901668314304614,0.05801041235422923,0.11274672674739526,0.09617332977035807,0.10048271340524985,0.054046833137464195,30.445335590000013,0.2366349,0.026487788,0.42264602,2.3431941534479366E-5,-16.547700283137615,-9.60354954760367,6.944150735533945,2830.0,1842.0,1211.0,2984.0,0.6338934572756525,1.5213140692045272E-4,0,0,0,NO_FIRE,0,11.181035537961153,79.54719120726185,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.55030998520424,11.179533710867446]}"
2_1365_0,0,0.03806764928133362,0.06906843684033824,0.05159877789786683,0.39263673058166254,0.04241650739139965,0.07461776069523592,0.11025436029259889,0.11391070642385562,0.04586056940134545,34.65975424999999,0.22328316,0.057268724,0.42959258,2.729297710716098E-5,-17.112823734120607,-9.494768012619183,7.618055721501424,2675.0,1904.8333333333333,1197.0,3000.0,0.6443120905300774,9.116433938704659E-5,0,0,0,NO_FIRE,0,17.08779928938981,79.02474886598065,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02030396757371,17.0904482803739]}"
2_1366_0,0,0.03581787293028515,0.04453839662407214,0.0335506196715869,0.06345065256917021,0.032104895191474095,0.04408880045715099,0.24277724132278106,0.43126724020112306,0.03388661774159926,28.201405460000046,0.21882671,0.045454547,0.4749027,1.946106409299227E-5,-16.936376614766807,-10.059411117182144,6.8769654975846635,2191.0,1538.0,854.3333333333334,2399.6666666666665,0.7122445844215699,1.388871081294274E-4,0,0,0,NO_FIRE,0,15.078756181803284,79.18311009498491,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18200071871523,15.07822204394617]}"
2_1367_0,0,0.038012927804377705,0.06909066887844044,0.04554961634372982,0.3070187267924969,0.03401367359523041,0.08439589090994559,0.20883211888334094,0.11610117494516696,0.03470252550323494,40.466970230000015,0.121194266,-0.041638684,0.41252166,2.507495301288711E-5,-16.82826978170404,-10.331054928409635,6.497214853294405,3102.0,2237.0,1187.0,2854.0,0.6187059260175677,1.506774847382482E-4,0,0,0,NO_FIRE,0,16.393544852432008,79.25752060797343,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.25386594144479,16.38976235876067]}"
2_1368_0,0,0.03586264080905755,0.04202680961277924,0.1809168235692931,0.14267970298073793,0.03646773889072632,0.0607212784969689,0.17159803087921127,0.19830584592234932,0.0318265617580006,32.28081233,0.13002342,-5.8332493E-4,0.36055204,3.9003590890138216E-5,-15.922009834391949,-9.54292538918357,6.379084445208379,3109.0,2390.75,1459.5,3105.375,0.5407688305998959,2.127534157039687E-4,0,0,0,NO_FIRE,0,11.26415549621868,79.20953375405264,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.2089501772388,11.260382086438202]}"
2_1369_0,0,0.036735344951187694,0.053095338276276986,0.06780125369938711,0.21694549423021575,0.04701879971350233,0.17971095701990028,0.18294706173862021,0.09522872194647788,0.038279059001555045,30.609400550000032,0.110887095,-0.06132879,0.34817713,3.4937495691835846E-5,-17.227807777498267,-11.175931881814435,6.051875895683832,3115.0,2205.0,1332.0,2755.0,0.5222018348623854,6.0004070255948774E-5,0,0,0,NO_FIRE,0,12.865953803794943,79.90632852974956,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90963609885203,12.868366445012146]}"
2_1370_0,0,0.03482451638885109,0.06553253977559508,0.03699129984714091,0.273314630240202,0.030135625200346114,0.13969681637361644,0.19229505869559943,0.11805037855170668,0.037030756333842875,34.329915320000055,-0.099639855,-0.19681787,0.24142823,2.496461186022806E-5,-17.690896594014987,-9.880259693132347,7.81063690088264,3911.5,3206.0,1604.0,2625.0,0.3620995389525949,1.4312873847870724E-4,0,0,0,NO_FIRE,0,14.648004986228708,75.66458824773729,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.6606048049667,14.647030707568799]}"
2_1371_0,0,0.03638876908735554,0.06807840196415782,0.06213013688503797,0.38264900837334453,0.039483676499944054,0.05814776161348383,0.15682334164639228,0.09900527029169788,0.041482005111776805,35.668070150000005,0.0713771,-0.035404865,0.36221746,2.862238663412162E-5,-17.396742092678835,-10.251640216757531,7.145101875921304,2992.3333333333335,2416.25,1305.1818181818182,2787.6923076923076,0.5432598306148859,7.186017999394135E-5,0,0,0,NO_FIRE,0,14.876352447784813,76.90139979763259,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90027989705165,14.880592681439873]}"
2_1372_0,0,0.0332442224224489,0.05594297543142897,0.043289288727415574,0.17176009579309942,0.030009323636673996,0.048704275647430004,0.15028610052163335,0.30867215108151574,0.03176497561051636,31.44168841999999,0.14189371,-0.019798541,0.36523825,1.805649101635512E-5,-15.23785386005516,-7.257237327940357,7.980616532114804,2936.0,2120.6666666666665,1312.076923076923,2822.0,0.5477911422431837,-1.368961573373469E-5,0,0,0,NO_FIRE,0,9.902370486789142,77.36873893508417,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3674038447938,9.903926007417725]}"
2_1373_0,0,0.03606472263557044,0.1084772393344638,0.04007553724343625,0.37793675852271746,0.049463571172277884,0.06043352644872975,0.127405584284614,0.09340170453706721,0.06917123859836105,37.52918204000002,-0.038062282,-0.1626506,0.21748652,3.5595263869312455E-5,-20.84959474408654,-11.220338683887292,9.62925606019925,2702.0,2100.0,1250.75,1946.0,0.3261787473610134,7.350201014598448E-5,0,0,0,NO_FIRE,0,15.386758552074069,75.99761660107359,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.00196461293211,15.383649240546806]}"
2_1374_0,0,0.04309367678531579,0.06496066307382924,0.08928451179859362,0.14669360150583088,0.03930907372185694,0.04679609199021278,0.13233715515317662,0.30119521440272884,0.04593247112851324,29.117434820000028,0.18224852,0.0029113542,0.3334223,2.4388937033917866E-5,-16.427826402640562,-10.049699541512435,6.378126861128127,2483.0,1727.5,1248.5,2497.5,0.5000667289470172,1.4167043706765037E-4,0,0,0,NO_FIRE,0,18.306848637333704,84.00894834752843,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.00595379443706,18.30317391393525]}"
2_1375_0,0,0.03615632177683851,0.044412344062168686,0.12659570168969886,0.20451521635416667,0.04743757813560719,0.06826274048023838,0.08136885404130634,0.08360380435134379,0.14184555982961794,31.65702368000001,0.16068013,0.0041740984,0.4371683,4.044371868939898E-5,-16.28241113567531,-8.417227878925782,7.865183256749528,2707.8,1974.5,1069.3333333333333,2730.5,0.6556661696342427,9.747829199857193E-5,0,0,0,NO_FIRE,0,11.59853131006848,77.78604939393064,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78961202832997,11.60174189440362]}"
2_1376_0,0,0.036474980341646084,0.052381624995177845,0.05150274809784605,0.2550324490403,0.07206547764872084,0.05885605471485178,0.12350819772109389,0.2140792194986716,0.047296345324866707,32.12358341000004,0.2965919,0.08763803,0.48283693,2.3562581113905127E-5,-16.720514792659067,-10.209497112209473,6.511017680449594,2396.166666666667,1549.6666666666665,996.25,2856.5,0.7241614221760851,1.2790922443760655E-4,0,0,0,NO_FIRE,0,16.222568637714005,76.38128561113857,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37925703226232,16.21908245477796]}"
2_1377_0,0,0.03479642818797159,0.07547441242649308,0.0828643694853867,0.36135115652819566,0.03835402823158733,0.0838317762717675,0.15850404987797,0.06850472644393174,0.04161161327963027,38.26747436000005,0.081479825,-0.045382794,0.32312322,2.5092796222193012E-5,-18.424291858892303,-11.629399924908038,6.794891933984266,2649.0,2054.5,1237.5,2419.0,0.48461853978671043,3.4453534941095825E-5,0,0,0,NO_FIRE,0,11.106921450818206,78.65569442320977,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6519947010847,11.107668488137884]}"
2_1378_0,0,0.03375104677437168,0.06569011560093392,0.11278781112666954,0.1275799890213153,0.029082714922397453,0.05191168430096963,0.3382668416974518,0.1409728413940791,0.035451017785817385,20.65612630999999,0.017316017,-0.10862069,0.30522594,2.2778116858177707E-5,-16.484139703981384,-9.40365226688029,7.080487437101095,3215.0,2497.0,1376.0,2585.0,0.4577811435062476,-2.0729954308954238E-5,0,0,0,NO_FIRE,0,12.511798380318139,77.36654647094274,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3674038447938,12.509040331364337]}"
2_1379_0,0,0.038689188330609844,0.051979359705001116,0.04966300838118927,0.31676171943333675,0.04821131146639924,0.05191982952369885,0.1320771887284619,0.20033502374479378,0.0441827721872621,34.53841454000002,0.18526971,0.029462114,0.38867283,2.6883504186794508E-5,-17.330714396139093,-10.323522788072257,7.007191608066837,2693.0,1963.5,1257.5,2856.5,0.5829383886255924,6.104192970861172E-5,0,0,0,NO_FIRE,0,17.532007758315856,79.5808672091409,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.57725944372781,17.530622769592462]}"
2_1380_0,0,0.042827809012856495,0.05936436214626341,0.07983410628946593,0.23794938703817395,0.04143271528744786,0.06018473306015702,0.14256317629399945,0.19368083339768571,0.04298546133460319,32.16801767000004,0.18243927,0.016573802,0.34001583,3.003464930224769E-5,-16.613573380838112,-9.289163622593513,7.324409758244599,2445.0,1747.5,1244.8,2527.4117647058824,0.5099561713294074,1.3531016149956972E-4,0,0,0,NO_FIRE,0,18.03293388543755,83.13524038512686,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.13458796884112,18.033679328699396]}"
2_1381_0,0,0.036776627699486295,0.07869365195405077,0.0400086907091353,0.41977779309716867,0.03591678070722881,0.05653770499382958,0.16330259921960533,0.0907576737756079,0.04476928394852263,36.94811864000002,-0.0030085628,-0.11757477,0.26519823,2.5080320605116193E-5,-18.820012871745618,-10.98850756996265,7.831505301782968,2728.0,2167.0,1251.0,2154.0,0.3977389516957862,9.797495191685238E-5,0,0,0,NO_FIRE,0,16.43532255995413,76.38298335861488,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37925703226232,16.434678122966645]}"
2_1382_0,0,0.03675141053910643,0.06745843771337108,0.054749895493979704,0.3340381370208254,0.04497899062875094,0.05655525885099037,0.16528861585891608,0.10678089637252869,0.05539801698460272,36.56871841999998,0.23057471,0.049813688,0.4387851,2.4413889829030475E-5,-16.81793230512804,-9.880139344198508,6.9377929609295315,2422.5,1673.5,1044.0,2676.5,0.6580892233270625,1.1896901932499551E-4,0,0,0,NO_FIRE,0,16.3832249054563,76.37936162769681,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37925703226232,16.380779205919474]}"
2_1383_0,0,0.036949596568917345,0.061843082789451845,0.038486326428791205,0.2694554792551865,0.09311263776204039,0.08245213349319754,0.1608400684255626,0.17139119198996453,0.04974613411562337,35.512550239999996,0.166304,0.02541678,0.34239712,2.704373107219047E-5,-17.915620444079106,-10.804700515058997,7.11091992902011,1783.0,1341.0,919.0,1876.0,0.5135038454659274,1.4543859202668008E-4,0,0,0,NO_FIRE,0,17.84682370853603,77.69073516986798,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69079734707682,17.845033119034294]}"
2_1384_0,0,0.032668087378454974,0.03155247156973928,0.04096899519208819,0.05905934269281311,0.029450069362711575,0.03994973069832971,0.1689404634008598,0.5391195813038697,0.02818867256347504,26.960664199999997,0.18532412,0.021517325,0.49541557,2.0292518627682038E-5,-10.49055432278939,-2.2172656777713513,8.273288645018038,2421.5,1737.5,853.0,2528.0,0.743013455567056,3.404240177764257E-5,0,0,0,NO_FIRE,0,10.414458099179816,77.35573358425007,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3584206919526,10.415965719365852]}"
2_1385_0,0,0.03536154136562887,0.08065029017678979,0.09877163317287341,0.3022448538912512,0.04648062161221686,0.07567488985498333,0.08508005891861911,0.08749550146037816,0.07939795228756136,31.34256584000002,0.13037318,-6.700265E-4,0.29048344,2.835981476745882E-5,-16.556720095736452,-10.108668511705785,6.448051584030667,2862.5,2199.25,1571.7142857142858,2858.6666666666665,0.4356760184205011,5.334185752188164E-5,0,0,0,NO_FIRE,0,10.824564376947029,78.88162311309297,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.88555667495578,10.820207597219637]}"
2_1386_0,0,0.03267383852811434,0.034225825065126024,0.03268811239912692,0.047532073196230665,0.02849172681777014,0.04600961331743747,0.09784905613762224,0.6094340254397442,0.03111378754126943,27.259740950000037,0.39310202,0.15613414,0.68764156,1.3841091201189728E-5,-13.53832726576179,-6.601357873528765,6.936969392233025,2447.0,1460.5,620.5,3352.5,1.0313325783314458,2.818642985077381E-5,0,0,0,NO_FIRE,0,8.355988802000038,77.3898457947019,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38537015047618,8.358823718732149]}"
2_1387_0,0,0.038511192003170734,0.04446035025598989,0.04746423824690282,0.12156429240183736,0.03710419637024064,0.04662587200503119,0.2122868400765583,0.33778118766547943,0.034800572828813034,32.57647106000002,0.1705591,-0.01391097,0.41650015,3.1758860930848974E-5,-13.275713074651634,-7.092180761694903,6.183532312956731,2551.0,1758.0,1022.0,2481.0,0.6246610532324818,7.61203438280416E-5,0,0,0,NO_FIRE,0,16.535082060566367,80.01838631566875,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,16.533492804219794]}"
2_1388_0,0,0.034351036727839256,0.03692333132494241,0.03790749240523347,0.11729874451590988,0.03482923187010993,0.06325519944165045,0.07904721460251424,0.4759907906095927,0.03461275999702943,28.98071402000005,0.41616035,0.17964242,0.6517869,1.8536231090536274E-5,-13.89001089772817,-7.25431494713164,6.63569595059653,2168.0,1285.25,657.2,3117.5,0.9775508582326765,7.882541696660825E-6,0,0,0,NO_FIRE,0,14.22011671067891,75.06091385480552,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05873356460663,14.215839371191429]}"
2_1389_0,0,0.03207194945731818,0.03776133951032534,0.03822779947659001,0.12628645160002633,0.03440372693585232,0.0487660578917712,0.06248636140953749,0.5001515309209935,0.04007790987379849,21.21839060000002,0.23713371,0.05170609,0.4820059,2.2228222251731018E-5,-15.222661481904563,-7.702069027235712,7.520592454668851,2265.0,1549.0,878.0,2512.0,0.722902226810205,2.8970868273396203E-6,0,0,0,NO_FIRE,0,12.83945502322227,76.40719457058182,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4062064907859,12.84141698648856]}"
2_1390_0,0,0.04264597345176799,0.06501257408914778,0.0723063873447245,0.23945956542835725,0.0427113947274241,0.05859090926727125,0.15512397282388216,0.18303376959617404,0.04523107476416044,30.08815249999998,0.102884494,-0.053874664,0.33393347,2.351879980672391E-5,-16.12907739054361,-8.498829137170791,7.6302482533728195,2900.3333333333335,2118.0,1300.142857142857,2603.8,0.5008360439206619,1.7153299849699666E-4,0,0,0,NO_FIRE,0,18.61480347156191,84.1600002404911,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.15866739273737,18.617584263377083]}"
2_1391_0,0,0.03527128291944257,0.04702513283259715,0.14328006066551263,0.31235339273839735,0.0371293593198061,0.0511288251304491,0.11777002689654403,0.10462594064742778,0.04072446165832155,34.90414268000001,0.13150808,-0.030384615,0.3416711,3.7696960308525224E-5,-16.083915509803354,-9.083462963361217,7.000452546442137,2679.0,1935.0,1237.0,2521.0,0.512438472794998,8.733526587222562E-5,0,0,0,NO_FIRE,0,16.161550530322664,75.29975671947643,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3012786913189,16.16518353773079]}"
2_1392_0,0,0.03591707349713049,0.07239929377101362,0.07493611177625625,0.29141926617165537,0.076800283914628,0.08496317981840357,0.12338855981483664,0.10331135351014764,0.05327251824354263,31.322057720000032,0.20413847,0.034883723,0.4084245,2.507518494714107E-5,-16.525441046669677,-9.612385520062837,6.91305552660684,2822.0,2000.0,1271.0,3026.0,0.6125654450261779,2.7592210031227747E-5,0,0,0,NO_FIRE,0,12.075701858485118,79.44610066573516,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.44251215110988,12.077848994986967]}"
2_1393_0,0,0.04235356277157454,0.043647781647450756,0.045842826868465636,0.21119075934257125,0.0488403352064779,0.06864947204303462,0.10415301949979039,0.3050419291903381,0.04929295174952131,29.12768888000005,0.3396612,0.10145275,0.52747256,2.8044932102558662E-5,-16.381962352575975,-9.723843839399557,6.658118513176419,1871.0,1130.5,709.5,2293.5,0.7910770767437989,1.53476450072344E-4,0,0,0,NO_FIRE,0,17.76991397495297,82.85881553099941,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.85611023076407,17.773167896304734]}"
2_1394_0,0,0.034771530408279794,0.054550715408535025,0.04125701881736061,0.39062920615210067,0.038926042606864046,0.13257317936371024,0.1385115989845018,0.0835228004939474,0.040388366083937643,34.746913759999984,0.085259475,-0.06261628,0.36652175,2.1787359094054944E-5,-16.312912164903615,-8.974000643277066,7.3389115216265495,2876.1,2138.5,1176.142857142857,2537.1428571428573,0.549708614621199,8.48975097967901E-5,0,0,0,NO_FIRE,0,14.401049994868886,75.4671237569827,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.4629754424604,14.404485580856528]}"
2_1395_0,0,0.03963242097445268,0.056624912984531234,0.1126625898156177,0.22071112902766024,0.033112400478717906,0.07452951798525949,0.13611776736151013,0.15320238596932204,0.03498126038660606,29.073000560000025,0.11876266,-0.026672006,0.35037225,2.3830625131397917E-5,-17.14252971926157,-10.257582568373827,6.884947150887744,3204.5,2393.0,1461.5,3038.0,0.5255,1.473130284653319E-4,0,0,0,NO_FIRE,0,17.039999958317143,81.14054513814598,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.14032803809579,17.036549363326724]}"
2_1396_0,0,0.03601141533911003,0.05940440616437367,0.11968695396734845,0.3555491707021637,0.03182170724141456,0.06918131342778604,0.12661720148199015,0.06643833404052116,0.033887896309828476,27.251195900000027,0.1094167,-0.012387578,0.33639494,2.5270511683898692E-5,-15.931429036801719,-9.040503821003886,6.890925215797832,2983.0,2336.0,1445.0,2910.0,0.5045344966134773,1.0382609603486274E-4,0,0,0,NO_FIRE,0,14.630842689409025,77.89535931772026,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.89740986242431,14.629064401886408]}"
2_1397_0,0,0.037019028380873134,0.042419012665050104,0.18827937517198734,0.10276822674495634,0.04765728967322502,0.060850967551232316,0.1302216483891243,0.18583730938553344,0.04078880581073463,28.977296000000024,0.16604652,0.018484663,0.37860873,2.8373659249744924E-5,-16.608902022341834,-10.361768262403912,6.247133759937922,2416.0,1793.0,1130.0,2507.0,0.5678350515463917,9.04253704001998E-5,0,0,0,NO_FIRE,0,12.796075825063507,79.97750151651681,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.9815013215816,12.796501222282584]}"
2_1398_0,0,0.03236628982968415,0.09633217712499849,0.03879580175018181,0.19723007446357413,0.03130363372316503,0.17132924236964597,0.23744778556789717,0.09289277118185292,0.03369532462776355,23.768233520000024,-0.0078884605,-0.15394242,0.3006253,2.074735196039732E-5,-17.229269641289655,-10.46124775423161,6.768021887058044,3688.0,2747.0,1454.0,2704.0,0.45088373211494526,4.685553937033369E-6,0,0,0,NO_FIRE,0,13.340621689209897,76.40238479945907,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4062064907859,13.344473545595493]}"
2_1399_0,0,0.03644285635686589,0.07268309701466932,0.044354364869650456,0.39621116559719666,0.04289005202008411,0.08388660510536283,0.13532593309646473,0.09298662004293874,0.0451390445814468,29.760022580000054,0.024862487,-0.11326861,0.28638497,3.2376526567893695E-5,-17.062654288626472,-9.330951180760035,7.731703107866437,2924.0,2216.0,1292.0,2329.0,0.42951815546044453,9.58887543585136E-5,0,0,0,NO_FIRE,0,14.671455032924694,78.0635925814692,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05910661356583,14.673980166092385]}"
2_1400_0,0,0.032183905079026034,0.07009983591090602,0.030878882496975936,0.041296380607841104,0.024890812292981606,0.05610194508559429,0.2512213884530446,0.42653342780585474,0.036779180043735184,24.359550979999995,0.22672157,0.03453598,0.5350701,1.6924415373427158E-5,-14.102361917934466,-7.595474382397764,6.506887535536702,2502.0,1690.0,812.0,2681.0,0.802490339201374,9.030496976849894E-6,0,0,0,NO_FIRE,0,12.083398926884437,76.15920737867495,0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.16366136407363,12.086832147828162]}"
