system:index,Burned_Area,CO,DW_bare,DW_built,DW_crops,DW_flooded,DW_grass,DW_shrub,DW_trees,DW_water,LST_C,NBR,NDMI,NDVI,NO2,S1_VH,S1_VV,S1_VV_VH,S2_B11,S2_B12,S2_B4,S2_B8,SO2,T21,confidence,day,fire_date,fire_label,latitude,longitude,month,sample_type,source,.geo,S2_B4_refl,S2_B8_refl,S2_B11_refl,S2_B12_refl,DW_water_norm,DW_trees_norm,DW_grass_norm,DW_flooded_norm,DW_crops_norm,DW_shrub_norm,DW_built_norm,DW_bare_norm,DW_dominant_class,DW_dominant_prob,atmospheric_SO2_NO2_ratio,dist_to_industrial_km,nearest_facility_name,nearest_facility_category,is_industrial_zone,industrial_density_5km,industrial_density_15km,industrial_density_30km,industrial_proximity_score,month_sin,month_cos,day_sin,day_cos,spatial_cluster_id,recurrence_count_1km,active_months_count,persistence_score,is_recurrent_hotspot,vegetation_stress_index,fuel_dryness_indicator,thermal_vegetation_ratio,built_industrial_interaction,radar_biomass_proxy,industrial_gas_emission_score
2_662_0,0,0.0347214730849129,0.0504396998105531,0.0952678010650375,0.1824212070564402,0.0430498708366475,0.0734427823744555,0.2334840125800605,0.1744990433328487,0.0370160690508782,31.275914450000016,0.06748466,-0.07829829,0.36845124,2.267141150073234e-05,-18.18131769249934,-11.465960920723202,6.71535677177614,3257.0,2432.0,1284.8333333333333,2784.0,3.7903609384836645e-05,0.0,0,0,NO_FIRE,0,10.643604515529317,78.61662222961019,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.61606208971993,10.640544540395732]}",0.1284833333333333,0.2784,0.3257,0.2432,0.041608831663561,0.1961499831197413,0.0825551833859507,0.048391276402636,0.2050550879900886,0.2624535026186421,0.1070881376416364,0.0566979971777435,shrub,0.2624535026186421,1.6718680874198004,22.56,BHEL Heavy Electricals Tiruchirappalli,Heavy Engineering,0,0,0,1,0.1048,0.0,-1.0,0.1012,-0.9949,669,1,1,0.0833,0,1.5396982532893315,1.0055296965207685,36.013437495926674,0.011222836824843496,-122.09403488613879,0.08593283257266518
2_663_0,0,0.0357788979771679,0.061166031176553,0.0555341179099153,0.1983589944155777,0.1203846424297594,0.1247833675074884,0.1267006898928871,0.1315992944052114,0.0669701581629102,20.98938326000001,0.20925513,0.04069869,0.35996348,2.096787037171743e-05,-16.250927347849142,-9.835703327199797,6.415224020649347,2746.0,1948.0,1402.0,2979.0,6.165813120190195e-05,0.0,0,0,NO_FIRE,0,12.532268274642002,79.8295630291824,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82878772328128,12.535989789887923]}",0.1402,0.2979,0.2746,0.1948,0.0756299973731939,0.1486162577960352,0.1409189707130824,0.1359514512208216,0.2240085828990615,0.1430842199964801,0.0627151750400916,0.0690753449612336,crops,0.2240085828990615,2.940600552599261,34.19,Cheyyar SIPCOT SEZ,Industrial SEZ,0,0,0,0,0.0327,0.0,-1.0,0.1012,-0.9949,670,2,1,0.0833,1,0.7968408725963009,0.7585625896667796,24.40729606331656,0.002050786223810995,-104.25333947974922,0.1292839702403826
2_664_0,0,0.0346600342532863,0.0692999776343795,0.0596894075489662,0.3102815686477387,0.0297722253413434,0.11302782310807,0.2141720075011649,0.0846486518040616,0.0340735654277291,33.62922121999998,0.052381165,-0.08224458,0.33267644,2.2659611072228945e-05,-18.8628403272982,-12.131916614563274,6.730923712734921,3243.0,2476.333333333333,1377.0833333333337,2750.1,3.065256451901757e-06,0.0,0,0,NO_FIRE,0,10.73256151245873,78.44231005820541,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44538218573722,10.730376068807685]}",0.1377083333333333,0.27501,0.3243,0.2476333333333333,0.037240284572288,0.0925157036627108,0.1235323701612193,0.0325391877880684,0.3391184271128332,0.2340766634380694,0.0652368044016262,0.0757405588631845,crops,0.3391184271128332,0.1352740098729434,34.94,BHEL Heavy Electricals Tiruchirappalli,Heavy Engineering,0,0,0,0,0.0304,0.0,-1.0,0.1012,-0.9949,671,1,1,0.0833,0,1.656815403537699,1.0255553480846642,40.386901327483194,0.0019831988538094366,-126.964339248544,0.006945751903673426
2_665_0,0,0.0344789311284114,0.0695317729761631,0.03714812094153,0.2058276073557549,0.0317474875261942,0.1588629998732358,0.2427385429819596,0.1191516918098104,0.0383878946304321,31.28787752000005,-0.021345802,-0.15246479,0.38214183,2.1674676789476813e-05,-15.222003190843695,-8.504727281154228,6.717275909689469,3273.0,2512.0,1076.0,2407.0,4.132689176063025e-06,0.0,0,0,NO_FIRE,0,14.071306429252235,75.57297022587143,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.57077327655475,14.072108925732305]}",0.1076,0.2407,0.3273,0.2512,0.0424928709140101,0.131893074835274,0.1758508772521821,0.0351423776240456,0.2278376043830776,0.2686955789602054,0.0411205230988387,0.0769670929323664,shrub,0.2686955789602054,0.1906690104864433,132.64,Udupi Power Corporation (UPCL Nandikoor),Thermal Power,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,672,1,1,0.0833,0,2.327634892739419,1.1770650752193115,35.46808059198377,0.0,-102.25039533107059,0.008957470216253531
2_666_0,0,0.0389192746288982,0.0527535376604646,0.0448218187375459,0.4096972055073517,0.060994975734502,0.0776840503579781,0.0922322637537339,0.1248337612972439,0.0645831304233676,30.354758059999995,0.4203446,0.21772562,0.46566,5.878081468758262e-05,-17.28174142246148,-10.883067722470326,6.3986736999911535,1933.0,1228.0,1097.0,3009.0,0.000115537881773,0.0,0,0,NO_FIRE,0,16.845936742816637,79.86458200867159,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.86472033464607,16.847903153661626]}",0.1097,0.3009,0.1933,0.1228,0.0696238450409392,0.1345770388561431,0.0837472920377271,0.0657556348070464,0.4416740805680862,0.0994309937791671,0.048320162583925,0.0568709523269655,crops,0.4416740805680862,1.965571290346532,61.6,Macherla Cement Cluster Palnadu,Cement,0,0,0,0,0.0021,0.0,-1.0,0.1012,-0.9949,673,1,1,0.0833,0,0.3628025084834116,0.45344956864865205,31.43420878984321,0.0001014723414262425,-110.58022432995197,0.6791410817894543
2_667_0,1,0.0402103696341975,0.0700528069030282,0.0326421492961498,0.1273060456744202,0.0325383360734877,0.0811768933682579,0.1628449964556702,0.3869042333461485,0.0437165388336651,27.324683330000028,0.13814355,-0.011501194,0.44298357,2.916588190325409e-05,-14.38266399427822,-7.343574575848874,7.039089418429346,2456.6666666666665,1818.0,926.75,2400.8,0.000172409281137,0.0,0,0,NO_FIRE,0,18.42816352055464,80.6290161900479,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62828832614765,18.428938053711985]}",0.092675,0.24008,0.2456666666666666,0.1818,0.0466467973520179,0.4128378835343068,0.0866180671123827,0.0347193352787344,0.1358391920471154,0.1737602690450888,0.0348301069566663,0.0747483486736874,trees,0.4128378835343068,5.9113344046647205,88.69,Kakatiya Thermal Power Station Warangal,Thermal Power,0,0,0,0,0.0001,0.0,-1.0,0.1012,-0.9949,674,1,1,0.0833,0,1.0533077037943637,0.8717688282316013,28.976839257125157,3.4830106956666305e-06,-101.24085793094856,0.5028468732666675
2_668_0,1,0.0409659021696431,0.0996500298290723,0.0288934908251488,0.0358803723187696,0.0410550135157762,0.031042244983837,0.04202128437558,0.0335378287690541,0.6228151799840552,24.05876522000005,0.4348659,0.3268379,-0.11648481,3.213222869939733e-05,-29.9611584904544,-21.465103390328785,8.496055100125613,380.0,295.0,946.5,749.0,0.0001877807302255,0.0,0,0,NO_FIRE,0,18.73925134605897,80.03234904434905,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03540023862877,18.743348403153817]}",0.09465,0.0749,0.038,0.0295,0.6661869876258393,0.0358733470814557,0.0332039750146345,0.0439140160034526,0.038379021446694,0.0449475763501028,0.0309055852095536,0.1065894912682671,water,0.6661869876258393,5.843999555160057,60.86,Kakatiya Thermal Power Station Warangal,Thermal Power,0,0,0,0,0.0023,0.0,-1.0,0.1012,-0.9949,675,1,1,0.0833,0,-2.1075069659924366,0.38042685753760996,62.73223550806436,7.108284598197327e-05,-254.55165339849694,0.6033813368945597
2_669_0,0,0.0385952407341166,0.0494339619763195,0.0507269191928207,0.262866425672546,0.0572249783761799,0.0596281213313341,0.1020800757035613,0.2491593396291136,0.0533395174518227,33.02935871,0.23783475,0.037836805,0.46922764,2.864507427073663e-05,-16.47344049357595,-9.516563663103325,6.956876830472625,2517.5,1672.0,981.0,2715.5,0.0001170580875645,0.0,0,0,NO_FIRE,0,17.737629421440303,79.64160322881341,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.64014151361619,17.737235284939953]}",0.0981,0.27155,0.25175,0.1672,0.0603074839958224,0.2817080769555967,0.067417594771801,0.0647005190982436,0.2972057775664112,0.1154152273189434,0.0573535909870492,0.0558917293061321,crops,0.2972057775664112,4.086499705261906,57.98,Kakatiya Thermal Power Station Warangal,Thermal Power,0,0,0,0,0.003,0.0,-1.0,0.1012,-0.9949,676,1,1,0.0833,0,0.8507596785657519,0.7333273520579738,34.07801980347981,0.00017206077296114762,-114.60369648792805,0.33531376122754947
2_670_0,0,0.0338028014279706,0.0625982518023293,0.056860621087253,0.3659938813523493,0.0305767441944529,0.0886391419917345,0.1868274057309867,0.1048516257691921,0.0307666856097057,30.73928531000001,0.051315904,-0.0832054,0.33229226,1.761554394109791e-05,-17.133174481925558,-10.141919056359756,6.9912554255658,3528.0,2694.5,1496.5,2986.0,1.9798725219027507e-05,0.0,0,0,NO_FIRE,0,9.95537329351407,77.5770813251431,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57401636014129,9.957824924464896]}",0.14965,0.2986,0.3528,0.26945,0.0331854267594432,0.113094598219394,0.0956075604600925,0.0329805529877143,0.3947667063686335,0.2015149525104063,0.0613307523769226,0.0675194503173933,crops,0.3947667063686335,1.1239349341257712,132.41,BPCL Kochi Refinery Ambalamugal,Refinery,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,677,1,1,0.0833,0,1.66807671799019,1.0276197356813184,36.933282678851306,0.0,-119.78239905392758,0.03487653140735024
2_671_0,0,0.0366372183852817,0.1036124453983373,0.0754327865024269,0.2783875151934033,0.0443856772811462,0.0845901404973119,0.1616733179738124,0.0530331544319374,0.0594255661557394,35.64243499999998,-0.0016327233,-0.10105231,0.2538312,2.9174136597800785e-05,-17.305596470778546,-10.249362053339423,7.056234417439121,3557.5,2914.0,1728.5,2904.5,8.577459834278878e-05,0.0,0,0,NO_FIRE,0,16.9496558263609,78.1733057178332,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.17588760050135,16.946717834914775]}",0.17285,0.29045,0.35575,0.2914,0.0690560862771528,0.0616277189249417,0.09829883698659,0.0515788297542481,0.3235030561979953,0.18787413089938,0.0876574402200211,0.1204039007396704,crops,0.3235030561979953,2.940090379547159,62.69,BHEL Ramachandrapuram Hyderabad,Heavy Engineering,0,0,0,0,0.0019,0.0,-1.0,0.1012,-0.9949,678,1,1,0.0833,0,2.322841769293066,1.102850023761056,47.28171903736536,0.00016654913641804008,-122.11234543142056,0.2502399848674017
2_672_0,0,0.0337395953798727,0.040169388972869,0.1493894148057288,0.1872861737965093,0.0335461905758295,0.0510243783201262,0.1498551266030313,0.2063896086789211,0.0368011102308424,27.32981036000001,0.232001,0.040813092,0.48246273,1.9572563025023496e-05,-15.150068541184488,-8.049565263593795,7.100503277590692,2268.916666666667,1534.75,859.5,2462.0,5.669222051058934e-05,0.0,0,0,NO_FIRE,0,11.4963585783898,78.32378876312346,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.31961804596048,11.493944060309278]}",0.08595,0.2462,0.2268916666666666,0.153475,0.0430693657736821,0.241543515734202,0.0597152531393602,0.0392600425139668,0.2191862330510627,0.1753796344795674,0.1748345989733741,0.0470113563347843,trees,0.241543515734202,2.8965149039555222,31.37,Salem Steel Plant (SAIL),Steel / Metallurgy,0,0,0,0,0.0434,0.0,-1.0,0.1012,-0.9949,679,1,1,0.0833,0,0.8440076445809022,0.7366545861570919,27.817656105896262,0.007587821595444437,-107.5731113324041,0.11096120589720396
2_673_0,0,0.041733315207505,0.038824951614163,0.0433423978261529,0.0479087763045343,0.0347875889631048,0.0506139908046011,0.1025053716054366,0.565361751919432,0.0358396681896861,29.067873530000043,0.42038375,0.1332008,0.6374605,2.1698680633255927e-05,-14.34445510211506,-7.897824769864919,6.446630332250142,2180.0,1163.0,631.0,2850.0,6.495677675654634e-05,0.0,0,0,NO_FIRE,0,17.602636075405776,82.38237727445477,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.38000313018073,17.602487992322025]}",0.0631,0.285,0.218,0.1163,0.0389907230787758,0.6150688502960503,0.0550640170251864,0.0378461441288968,0.0521209577065974,0.1115177332893047,0.0471530992492837,0.0422384752259047,trees,0.6150688502960503,2.993581861239618,65.48,Nagarjuna Fertilizers (NFCL) Kakinada,Fertilizer,0,0,0,0,0.0014,0.0,-1.0,0.1012,-0.9949,680,1,1,0.0833,0,0.6543199271587568,0.502410901807,25.555061938414603,6.601433894899719e-05,-92.47339936089524,0.14094763538060007
2_674_0,0,0.0350952215519858,0.0557878329159898,0.0371768733365806,0.2549065484630841,0.0931668008625921,0.0841626654016888,0.157010562778278,0.1441511004921738,0.0787762114346993,32.877256820000014,0.07080243,-0.071616486,0.3053843,2.4617949314599195e-05,-17.853223636376278,-10.516885538194426,7.336338098181852,1833.0,1378.0,845.0,1588.0,5.888540924863927e-05,0.0,0,0,NO_FIRE,0,15.749838898581162,74.81540957743641,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.81618843789435,15.75195850703581]}",0.0845,0.1588,0.1833,0.1378,0.0870322090011803,0.1592585944068244,0.092983180479656,0.1029309779814167,0.2816215656676853,0.1734657692498892,0.0410731279317969,0.0616345752815509,crops,0.2816215656676853,2.391970529150388,108.86,Zuari Agro Chemicals Zuarinagar,Fertilizer,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,681,1,1,0.0833,0,1.6127077840246045,0.995743434763139,40.821824835671634,0.0,-130.97728473890803,0.14496380202524323
2_675_0,0,0.0359601115321242,0.1257415880323746,0.0463213136401743,0.3200237550951827,0.0327316675102338,0.0871971890312404,0.2316478130300171,0.0424770345159161,0.0388958648903868,32.40557006000006,-0.1512665,-0.22369064,0.18152471,2.734922429588535e-05,-16.01716419848062,-9.479360520048134,6.537803678432487,3750.0,3227.0,1648.0,2379.0,0.0001066794761452,0.0,0,0,NO_FIRE,0,15.198603060797687,77.96315782031198,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96029193231267,15.195003030881708]}",0.1648,0.2379,0.375,0.3227,0.0420479369432683,0.0459193200587166,0.0942635397451213,0.0353842007472236,0.3459580783847271,0.2504202609398592,0.0500751347363093,0.1359315284447743,crops,0.3459580783847271,3.900639922768364,75.85,Rayalaseema Thermal Power Station (RTPS),Thermal Power,0,0,0,0,0.0005,0.0,-1.0,0.1012,-0.9949,682,1,1,0.0833,0,-9.6102460030172,1.40879404019556,47.54863555864329,2.503756736815465e-05,-104.71707501488375,0.2917600920862625
2_676_0,0,0.0352860584045524,0.034986446817022,0.0313327737043009,0.0344297042500008,0.0325326785198686,0.0367463204927523,0.0385399508317384,0.717630290576969,0.0360369807355763,27.13156520000001,0.54857314,0.2330191,0.7368063,2.077909835397921e-05,-13.831034492556762,-7.318297516628299,6.512736975928464,1586.5,743.5,386.5,2550.5,-4.786166644377488e-06,0.0,0,0,NO_FIRE,0,12.56346144985608,75.55188023979102,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.55280697087235,12.562939248411508]}",0.03865,0.25505,0.15865,0.07435,0.0374513245416876,0.7457951350183752,0.0381885037646433,0.0338094889357691,0.0357809672570085,0.0400525287346062,0.0325624914418143,0.0363595603060954,trees,0.7457951350183752,0.0048125283540442,91.19,Baikampady Industrial Area Mangalore,Industrial Estate,0,0,0,0,0.0001,0.0,-1.0,0.1012,-0.9949,683,1,1,0.0833,0,0.5194612149143393,0.346235779366974,21.936794144725823,3.25624914418143e-06,-90.0778897550164,0.0
2_677_0,0,0.0371999024016229,0.1217849317817362,0.0463775298127007,0.2801357602993785,0.0355675266451995,0.0414064187228817,0.1829742283508595,0.1449236086552479,0.0495485765600784,36.12950285,-0.017481128,-0.13410364,0.2275999,4.145199214377068e-05,-17.60827559884276,-11.106725759531976,6.501549839310783,3239.0,2561.0,1556.0,2473.0,0.0001498979384201,0.0,0,0,NO_FIRE,0,16.503725906245585,77.2947648133015,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29553862206423,16.50654334569621]}",0.1556,0.2473,0.3239,0.2561,0.0548881762405139,0.1605412935250612,0.0458685792031651,0.0394004592356708,0.3103245753980206,0.2026924361997882,0.0513754018114456,0.1349090783863342,crops,0.3103245753980206,3.616181772404099,17.59,Raichur Thermal Power Station (RTPS Shaktinagar),Thermal Power,0,0,0,2,0.1722,0.0,-1.0,0.1012,-0.9949,684,1,1,0.0833,0,3.868600427434986,1.153929050896106,49.655728168736694,0.008846844191930932,-114.48108139019612,0.6213568165757406
2_678_0,0,0.0402071734390957,0.0447786709504021,0.0581800422420905,0.1754670583778211,0.0509280294270044,0.0540777501620111,0.1011842119792896,0.3473066981100747,0.0418543679594633,30.450462620000053,0.40053308,0.16438356,0.5190539,5.070893909276522e-05,-15.38819886956767,-8.789848121598878,6.598350747968793,2074.0,1237.0,915.0,2890.0,0.0002150016262338,0.0,0,0,NO_FIRE,0,18.74579286608708,79.25568208109537,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.25386594144479,18.743348403153817]}",0.0915,0.289,0.2074,0.1237,0.0479005239786376,0.397477578370686,0.0618896591833615,0.0582849392712289,0.2008145014978649,0.1158009786903891,0.066584556029959,0.0512472629778726,trees,0.397477578370686,4.23991568509268,20.93,Ramagundam Super Thermal Power Station NTPC,Thermal Power,0,0,0,1,0.1233,0.0,-1.0,0.1012,-0.9949,685,1,1,0.0833,0,0.5189499285714766,0.5009244135881649,29.881110920629474,0.008209875758493945,-101.53673352090436,1.0902504369535235
2_679_0,0,0.0351034082836309,0.0444149939576163,0.108553070720518,0.1842129550059326,0.0529457895027007,0.0591377019882202,0.0910948465170804,0.2777516844216734,0.0508674900047481,15.795701870000016,0.25506684,0.107496195,0.36307225,1.6774852368144642e-05,-16.00929506632758,-8.85666904351144,7.152626022816142,2345.5,1727.5,1360.0,2910.5,4.073622076404314e-06,0.0,0,0,NO_FIRE,0,10.481154017647109,79.37755185726618,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.37963008122152,10.47884778925422]}",0.136,0.29105,0.23455,0.17275,0.0585371077933741,0.3196300876899,0.0680542726919247,0.0609287658391557,0.2119879239787873,0.1048298009100403,0.1249203135730817,0.0511117275237359,trees,0.3196300876899,0.2428410090893021,76.25,BHEL Heavy Electricals Tiruchirappalli,Heavy Engineering,0,0,0,0,0.0005,0.0,-1.0,0.1012,-0.9949,686,1,1,0.0833,0,0.5431208033492272,0.6648556797706738,18.30171445090491,6.246015678654084e-05,-114.50850049835672,0.0068334408935297195
2_680_0,0,0.032135168883708,0.0343631972881177,0.0369646329110345,0.0357669407609277,0.0271026395941869,0.0364182035868557,0.0580675113014876,0.701551456273032,0.033558320845119,20.85095345000002,0.41807267,0.17164116,0.62901306,1.7380279244087326e-05,-14.945704518159353,-8.467850197492147,6.477854320667204,2421.5,1405.5,780.0,3425.0,7.400347627534535e-05,0.0,0,0,NO_FIRE,0,10.496415909721955,76.81130829304676,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81044836863968,10.496814094936608]}",0.078,0.3425,0.24215,0.14055,0.0348190163633243,0.7279068505371191,0.0377863371789664,0.0281208125959178,0.0371106081668544,0.0602489509387384,0.038353294377683,0.0356541298413964,trees,0.7279068505371191,4.257899153175051,72.57,FACT Udyogamandal Eloor-Edayar Industrial Belt,Chemical / Fertilizer,0,0,0,0,0.0007,0.0,-1.0,0.1012,-0.9949,687,1,1,0.0833,0,0.5712470094181114,0.48204464804309727,18.46830137642519,2.6847306064378098e-05,-96.81609658837391,0.12862010826986936
2_681_0,0,0.0364546984764924,0.044624725176442,0.0677286045054995,0.1877386785307598,0.0437680575395784,0.0830936422646646,0.2063651450143586,0.2073299937070377,0.0369975432423093,32.42266016000002,0.19729675,0.011654575,0.4649388,2.290338796085277e-05,-15.21199767228202,-9.261954472311205,5.950043199970816,2639.5,1811.3333333333333,986.8,2701.75,6.97414024462794e-05,0.0,0,0,NO_FIRE,0,12.993057747304013,79.35824205987856,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36166377553913,12.994130584788879]}",0.0986799999999999,0.270175,0.26395,0.1811333333333333,0.0421554098150224,0.2362340870696327,0.0946778146794367,0.0498698086601181,0.2139115259562555,0.2351347278018297,0.0771707207808292,0.0508459052368754,trees,0.2362340870696327,3.045025590339897,7.82,SIPCOT Ranipet Industrial Estate,Chemical / Leather,0,0,1,1,0.4575,0.0,-1.0,0.1012,-0.9949,688,1,1,0.0833,0,0.9510901697066819,0.7933480847701312,33.600742513411234,0.03530560475722936,-90.51204330793351,0.15973143971611034
2_682_0,0,0.0355821463143459,0.0500345398113131,0.0370698379259556,0.3413380761537701,0.0448367971833795,0.1567892672400921,0.1696398681774735,0.0801529448293149,0.0402918415796011,33.77619607999998,0.04524604,-0.11077605,0.36705753,2.527793235197152e-05,-16.58287128120343,-9.421515400262711,7.16135588094072,3131.0,2289.5,1160.5,2506.5,9.233640917400484e-05,0.0,0,0,NO_FIRE,0,14.921959789755867,75.3545037106919,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.35517760836606,14.92550844564585]}",0.11605,0.25065,0.3131,0.22895,0.0437881895821496,0.0871082632651502,0.1703947471547525,0.0487275363535679,0.3709578863676124,0.1843604664674059,0.0402865946862827,0.0543763161230785,crops,0.3709578863676124,3.652846597115099,97.79,Kirloskar Ferrous Industries Koppal,Steel / Metallurgy,0,0,0,0,0.0001,0.0,-1.0,0.1012,-0.9949,689,1,1,0.0833,0,1.8644800846316145,1.060517832410658,38.9549653988934,4.02865946862827e-06,-118.75584277252916,0.2334073504724457
