system:index,Burned_Area,CO,DW_bare,DW_built,DW_crops,DW_flooded,DW_grass,DW_shrub,DW_trees,DW_water,LST_C,NBR,NDMI,NDVI,NO2,S1_VH,S1_VV,S1_VV_VH,S2_B11,S2_B12,S2_B4,S2_B8,SO2,T21,confidence,day,fire_date,fire_label,latitude,longitude,month,sample_type,source,.geo,S2_B4_refl,S2_B8_refl,S2_B11_refl,S2_B12_refl,DW_water_norm,DW_trees_norm,DW_grass_norm,DW_flooded_norm,DW_crops_norm,DW_shrub_norm,DW_built_norm,DW_bare_norm,DW_dominant_class,DW_dominant_prob,atmospheric_SO2_NO2_ratio
2_4123_0,0,0.0316878009298547,0.0508056263816321,0.0705721558603857,0.2540006904441508,0.0339289185524519,0.0903743615573538,0.1731858843538378,0.1551506835745559,0.0414178353689965,18.478847570000028,0.12214708,-0.046336208,0.3940667,2.3879500149163543e-05,-15.593386426793131,-8.782436949381271,6.810949477411862,2913.0,2077.0,1154.0,2655.0,1.559682049283301e-05,0.0,0,0,NO_FIRE,0,13.035652491611474,76.06576110933116,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.06484668282049,13.039046348994855]}",0.1154,0.2655,0.2913,0.2077,0.047637581067595774,0.17844977171376689,0.103945943499098,0.039024048303793385,0.29214415419005757,0.19919333137928558,0.08117002653476871,0.058435143311634186,crops,0.29214415419005757,0.6531468579914701
2_4124_0,0,0.0375011717592892,0.0470147367194294,0.0382928027352318,0.4482564628776163,0.0441104178642854,0.1002793322270736,0.0984455610113218,0.1062358496524393,0.0394025304121896,26.05488890000004,0.21482015,0.04520155,0.44738993,2.520159420005233e-05,-16.573963045610057,-8.562197290361889,8.011765755248168,2830.5,2002.6666666666667,1183.0,3098.5,0.00011612755641236136,0.0,0,0,NO_FIRE,0,15.737261116052029,78.50532959137567,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.50826425562559,15.73399220135342]}",0.1183,0.30985,0.28305,0.20026666666666668,0.04273418612924336,0.1152185538632612,0.10875838692284275,0.04784014598889622,0.48615850093531665,0.10676956235668893,0.04153062613947132,0.05099003766427956,crops,0.48615850093531665,4.607944858191559
2_4125_0,0,0.0338432885194271,0.0334588728625984,0.0295528458047877,0.0312718796571168,0.0314480558941688,0.0324337106362423,0.0321048164931947,0.7399846041876385,0.0347630621947567,18.46175747000001,0.62486064,0.3293809,0.74577034,1.7715388071300964e-05,-14.03235994670234,-7.552529098037185,6.479830848665154,1470.5,673.0,424.5,2915.0,-2.1313007850224367e-05,0.0,0,0,NO_FIRE,0,11.981304721230858,75.83633537493814,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.84026786179061,11.97903431373382]}",0.04245,0.2915,0.14705,0.0673,0.036023232395661166,0.7668092418476085,0.03360944122693565,0.03258805623971336,0.03240549356746193,0.033268624584195744,0.030624144283226552,0.03467176585519723,trees,0.7668092418476085,0.005644810014746479
2_4126_0,0,0.0313593331476076,0.0537928551379026,0.0606317568330489,0.3733075474755782,0.0370344201836622,0.0903010372368788,0.1733935385462686,0.091368433398505,0.0395630676948437,28.225331600000004,0.07865456,-0.0455205,0.3677478,2.060592819779256e-05,-16.68133914522588,-9.724856900189089,6.956482245036792,2774.1666666666665,2163.25,1170.7142857142858,2532.6,2.425515657719024e-06,0.0,0,0,NO_FIRE,0,11.783750783472655,76.63447861243722,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.63078531181579,11.781404951227525]}",0.11707142857142858,0.25326,0.27741666666666664,0.216325,0.04303174211241473,0.09937912028323924,0.09821814063643428,0.04028139655191253,0.4060371211730063,0.1885957401542583,0.06594761922879014,0.05850911985994451,crops,0.4060371211730063,0.11770960446124727
2_4127_0,0,0.0393437544905629,0.0506694352193533,0.050746569349228,0.284961216526268,0.0574983389461008,0.0715975247262774,0.1036360773622341,0.2175617433436538,0.0581826945139176,31.123812560000037,0.37661725,0.18485524,0.4909554,2.9065736626657773e-05,-16.45701238009723,-9.591364485565164,6.865647894532065,2013.0,1325.0,999.0,2926.0,0.00011100448859032144,0.0,0,0,NO_FIRE,0,16.97186547162536,80.66841663576707,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.66422093751244,16.97366729343836]}",0.0999,0.2926,0.2013,0.1325,0.0650192327714396,0.2431255161143749,0.08001032205414929,0.0642544645816187,0.31844451039856936,0.11581344408039018,0.056709353742291864,0.056623156257166005,crops,0.31844451039856936,3.819083961853324
2_4128_0,0,0.0330853291845096,0.0374331575288784,0.031308632083785,0.0480302469576617,0.0282731502015581,0.0914847624634264,0.1477584708162455,0.5303271673574094,0.031318209741228,24.079273339999983,0.4252657,0.17343435,0.6784081,1.9561238946789636e-05,-11.95635491107263,-5.692226988645812,6.264127922426818,1865.6,1068.0,507.4666666666667,2648.5,6.325767163185866e-05,0.0,0,0,NO_FIRE,0,11.513355435389656,78.46603290134365,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.46334849141961,11.51191036599167]}",0.05074666666666667,0.26485,0.18656,0.1068,0.03310824693607537,0.5606387772115998,0.09671370527096278,0.029889142651141554,0.05077548460829083,0.15620381813335807,0.033098121853884784,0.039572703334686835,trees,0.5606387772115998,3.2338274586764055
2_4129_0,0,0.033548293486718,0.0389914733590558,0.0324557736050337,0.0344427656615152,0.0356114795198664,0.0493977969279512,0.0676584666944108,0.6281337451189757,0.0349767206353135,26.061724939999976,0.3714565,0.09587971,0.64093566,1.853942382285332e-05,-13.734785197539471,-7.3253639575442815,6.40942123999519,2315.0,1286.0,614.0,2806.0,2.9969088106775904e-05,0.0,0,0,NO_FIRE,0,13.284712567059085,75.14619310035236,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14856509301858,13.281591475707126]}",0.0614,0.2806,0.2315,0.1286,0.037949361623372375,0.6815182844013233,0.05359607261534028,0.038638068112031174,0.037370026281944975,0.07340870078245051,0.035214161503185425,0.04230532468035181,trees,0.6815182844013233,1.6165059061778055
2_4130_0,0,0.0432157985197799,0.0663060439093148,0.0681287683774808,0.1098924653978981,0.0404378127936712,0.0618957125116139,0.1847963541033951,0.3115294835776748,0.0615215222396906,29.89332536000001,0.18116117,-0.017467687,0.3744481,2.609308250463777e-05,-15.226382905801511,-9.208970798386488,6.017412107415025,2538.6666666666665,1699.5,1115.75,2451.5,0.0001291467825494333,0.0,0,0,NO_FIRE,0,18.23515059661929,83.8571143771187,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85324019613674,18.23130869120569]}",0.111575,0.24515,0.25386666666666663,0.16995,0.06801654729318546,0.34441865353117634,0.06843024203610423,0.04470696280234872,0.12149416655816597,0.20430589980383798,0.07532134166511002,0.07330618631007109,trees,0.34441865353117634,4.949464384918065
2_4131_0,0,0.037648437951788,0.0705961173569614,0.0610972552306272,0.3650681970739793,0.0468922855233717,0.0531157695363755,0.1719098454482401,0.1066897603838394,0.0439165920216703,36.01499918000002,0.13443741,0.021043401,0.28248897,2.809077193895486e-05,-19.343435100064568,-11.378431510212756,7.965003589851811,2233.0,1777.0,1303.0,2329.0,0.00012721736631224228,0.0,0,0,NO_FIRE,0,17.289380765321827,76.33610167492942,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33434126805635,17.288077642880193]}",0.1303,0.2329,0.2233,0.1777,0.047772510946218,0.11605722373155339,0.057779385074807135,0.05100947319302608,0.3971215351188226,0.1870036948537871,0.06646165287253548,0.07679452420925031,crops,0.3971215351188226,4.528795669578011
2_4132_0,0,0.0343424958691171,0.0480735274639142,0.05937712365235,0.132966796391765,0.0461805598790069,0.0812025146113465,0.1530493974442715,0.2242920068396336,0.0642696027745209,29.03369333000001,0.2812268,0.083228774,0.5778252,2.0035462967846145e-05,-14.62044668001252,-8.157836748614166,6.4626099313983545,2192.0,1453.0,693.0,2590.0,8.643587405230531e-05,0.0,0,0,NO_FIRE,0,15.38157260981206,74.40478726350803,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.40296340719937,15.383649240546806]}",0.0693,0.259,0.2192,0.1453,0.0794028753820853,0.2771050309859024,0.10032290336408996,0.057054487391377036,0.16427588639206633,0.18908724666007284,0.07335838633474988,0.05939318348965616,trees,0.2771050309859024,4.314144084966825
2_4133_0,0,0.036978437594003,0.0666872473441783,0.0485606842976586,0.2673360620657995,0.0957114481481543,0.0778083253218874,0.1137246633961535,0.0871303608240723,0.1094063101091275,33.184878620000006,0.15408362,-0.0095166,0.32384187,3.728592579973974e-05,-17.80834963084654,-10.843046846218016,6.965302784628523,2333.75,1678.3333333333333,1169.5,2289.75,0.00019975892995063827,0.0,0,0,NO_FIRE,0,17.4815427325083,78.6414752105623,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6430115482435,17.485707005386487]}",0.11695,0.228975,0.233375,0.16783333333333333,0.12628199118225858,0.10057002604619011,0.08981008720981579,0.11047472708868974,0.3085720576703421,0.13126644090156775,0.05605106232140224,0.0769736075797336,crops,0.3085720576703421,5.357488802169762
2_4134_0,0,0.0351592038481026,0.0788191677101196,0.0680783856735234,0.1825245677253171,0.035874939193168,0.0492090547171932,0.2779714337610189,0.1678866894404974,0.0348130592685793,29.883071299999983,0.036656708,-0.07778762,0.27532348,2.344146602082506e-05,-17.210000288996135,-11.339129147074267,5.870871141921867,3244.5,2579.833333333333,1577.5,2776.1666666666665,5.8447350835497485e-05,0.0,0,0,NO_FIRE,0,10.700546608452925,79.00465977515074,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00233766189132,10.7034266102841]}",0.15775,0.2776166666666667,0.32445,0.2579833333333333,0.03888956898953402,0.18754574083965997,0.05497129435163649,0.04007579201771716,0.20389767282662233,0.3105210940230588,0.07605017002157412,0.08804866693019706,shrub,0.3105210940230588,2.49333172181184
2_4135_0,0,0.0335666630491737,0.0332430485325555,0.0349506163659195,0.0360334378822396,0.0281809517182409,0.0403864769885937,0.0499976048401246,0.6992337379759799,0.0321789330802857,20.79968315000002,0.3105282,0.14885022,0.28056806,1.967177576252681e-05,-11.30005003648499,-4.2004406291946985,7.099609407290291,2739.0,1945.0,2077.0,3697.0,0.00011380459623207772,0.0,0,0,NO_FIRE,0,10.396048297974312,76.53136773506044,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53197063056264,10.397999413683461]}",0.2077,0.3697,0.2739,0.1945,0.033723298008221,0.7327920930235181,0.04232474692651969,0.029533441353646262,0.03776279222594713,0.05239714205297153,0.03662800280973283,0.034838483599443484,trees,0.7327920930235181,5.785171486595864
2_4136_0,0,0.0400936768314649,0.0443989303475245,0.0392705089179798,0.0540722672175616,0.0295435335114598,0.0557840544590726,0.1591816853079944,0.5210918000014498,0.0329030133411288,27.73997276,0.26413685,0.038267855,0.5254237,2.4523395013412437e-05,-13.125607688205385,-6.43552307473917,6.690084613466214,2549.6,1602.25,856.3333333333334,2752.5,0.00017398057390563104,0.0,0,0,NO_FIRE,0,18.29018105903053,83.19402752501686,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.19747003872949,18.294190761094058]}",0.08563333333333334,0.27525,0.25495999999999996,0.160225,0.035143563350001454,0.5565758520246515,0.05958270239497438,0.0315553177691797,0.057754349996363884,0.1700212556151727,0.04194465727613728,0.04742230157351901,trees,0.5565758520246515,7.094473412448679
2_4137_0,0,0.0367949817378266,0.0716865541486951,0.0521565275021681,0.2926084440520131,0.0435431813208484,0.0636725165194978,0.1793590822183576,0.1351441053404031,0.0403155922080929,31.61942546,0.12955745,-0.043123543,0.38877925,2.3195863461648303e-05,-15.410178052768243,-9.421778401986243,5.988399650782002,2685.0,1898.0,1084.0,2463.0,8.976125483055977e-05,0.0,0,0,NO_FIRE,0,14.800547330686983,78.95657769175551,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.95742189768535,14.799744305869117]}",0.1084,0.2463,0.2685,0.1898,0.04589212811153105,0.15383751685421193,0.07247983038953842,0.04956616401033212,0.33308264781622493,0.20416840056932573,0.05937092600866242,0.08160238624017342,crops,0.33308264781622493,3.8697095703710147
2_4138_0,0,0.0358130554895891,0.0613672660180815,0.0497956089416725,0.3044489232426578,0.0532934759502057,0.0905860441098748,0.1618994058075326,0.1281558703458695,0.0423481347970664,34.722987620000026,0.050245885,-0.09389412,0.31336898,2.217246607931268e-05,-16.646248408392044,-9.528056034109236,7.118192374282808,2965.0,2221.0,1284.0,2456.0,8.042834648503448e-05,0.0,0,0,NO_FIRE,0,16.436975246498474,78.88735445454148,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.88555667495578,16.434678122966645]}",0.1284,0.2456,0.2965,0.2221,0.04748109099650794,0.1436894581258023,0.10156584756343509,0.059753101128015115,0.34135073711144615,0.18152299874044364,0.055831262715964135,0.0688055036183857,crops,0.34135073711144615,3.627397430549036
2_4139_0,0,0.039269809673602,0.0626326608674033,0.039005248868109,0.3375589770325662,0.043659847209473,0.0924704246243219,0.1164075577550608,0.1902141707402694,0.0434036838376651,31.76725482500001,0.1690348,0.01187447,0.37442395,3.505612592026332e-05,-16.92215889502513,-9.029421515056248,7.892737379968883,2330.0,1696.0,1086.0,2386.0,0.00014063136342727545,0.0,0,0,NO_FIRE,0,16.41237413530636,80.39743580908113,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.39472635227658,16.416711817284256]}",0.1086,0.2386,0.233,0.1696,0.04690502323218821,0.20555859108717783,0.09992993754899339,0.047181851092026654,0.36478958143655005,0.12579805947635303,0.042151770139572456,0.06768518598713844,crops,0.36478958143655005,4.011605952898149
2_4140_0,0,0.0379185361287019,0.0594720090631135,0.0425719374216833,0.3856616754702097,0.0757250482606333,0.1043476035201185,0.0899257311640783,0.0834176321947124,0.0782610580790788,30.53249510000001,0.2578712,0.06601535,0.40782917,2.3182489012176373e-05,-17.213034680731816,-10.590533547108665,6.622501133623151,2578.0,1736.0,1237.6666666666667,2942.4333333333334,0.00013689892878661266,0.0,0,0,NO_FIRE,0,14.613845511352457,79.70368134469679,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.70302358350455,14.611098096204017]}",0.12376666666666668,0.29424333333333336,0.2578,0.1736,0.08512348393102939,0.09073221916468503,0.11349746309985985,0.08236510069001508,0.4194789367852704,0.0978109895217199,0.04630491485772797,0.06468689194969246,crops,0.4194789367852704,5.905273101378711
2_4141_0,0,0.0357110376984962,0.0420125649342763,0.0324530868774986,0.0446714007392011,0.027278079900184,0.0617158550383715,0.1124898918406588,0.57312367202971,0.0328284027456338,22.88488897625001,0.34452438,0.083762884,0.62433606,2.003291841862728e-05,-14.056629227794511,-7.48004244459525,6.576586783199264,2133.0,1230.0,583.5,2523.0,5.687304280272863e-05,0.0,0,0,NO_FIRE,0,17.839726425169935,82.18923740538933,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.19135692051562,17.8360499661931]}",0.05835,0.2523,0.2133,0.123,0.035429916878293354,0.6185413350241526,0.06660657940091594,0.029439754073673403,0.04821142311705458,0.1214042470614208,0.03502485879142365,0.045341885653065565,trees,0.6185413350241526,2.8389794045108356
2_4142_0,0,0.0361790258611244,0.0549416365101933,0.1104385174800303,0.2008281408766792,0.0736889558611437,0.0731804587200961,0.114130575384479,0.1229137634773823,0.0768260533487509,30.90676829000006,0.28009644,0.08907755,0.4847289,2.792734151514168e-05,-16.877513791932152,-10.986803027744507,5.890710764187645,2220.5,1493.0,921.3333333333334,2654.777777777778,9.413386352550649e-05,0.0,0,0,NO_FIRE,0,13.649837873691313,79.46559582125786,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.46946160963347,13.64990074219613]}",0.09213333333333333,0.26547777777777776,0.22205,0.1493,0.09290311350210177,0.14863540194461128,0.0884946208514237,0.08910952901800347,0.2428545884244041,0.13801419358185513,0.1335495144840461,0.06643903819355437,crops,0.2428545884244041,3.370670404645171
2_4143_0,0,0.0361304649873853,0.0491642076730617,0.06511768788697,0.4732662433647175,0.0417619846212163,0.0610556362975222,0.0797369311904228,0.1196500212892389,0.0414927971806488,32.15605460000006,0.26093683,0.080430515,0.39591277,2.599155171530756e-05,-16.646070496949825,-9.399349335705494,7.246721161244331,2168.0,1493.0,1102.3333333333333,2547.25,0.00014667392644348887,0.0,0,0,NO_FIRE,0,16.948178137732015,76.0266173678857,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.0289140714557,16.946717834914775]}",0.11023333333333332,0.254725,0.2168,0.1493,0.04455623866874556,0.12848386388782998,0.0655634155272919,0.04484530040146837,0.5082078125852022,0.08562396315114534,0.06992537115337832,0.052794034624938146,crops,0.5082078125852022,5.643138510930311
2_4144_0,0,0.0345477234206143,0.0431625927384528,0.050141817320966,0.0580915469003634,0.0340729934008171,0.0306920874863863,0.2271790178233964,0.4419500616818873,0.0309137641064201,31.340856830000007,0.112615384,-0.05042017,0.34025204,1.968476519737353e-05,-17.78536970470163,-11.029186799905284,6.756182904796347,3000.0,2163.0,1335.0,2712.0,3.90669560191112e-05,0.0,0,0,NO_FIRE,0,13.774880855624788,78.87067304597913,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.86759036927339,13.775664881972864]}",0.1335,0.2712,0.3,0.2163,0.03374114073518468,0.48237086812845414,0.0334991895444946,0.03718931352546711,0.06340460685221698,0.24795683845139838,0.0547277940376493,0.04711024872513483,trees,0.48237086812845414,1.9846290076309252
2_4145_0,0,0.0356596656909363,0.0490105242060963,0.1335428851210357,0.357182351629793,0.0395414616796188,0.0833117919780003,0.1147635742575706,0.0861491491280806,0.0411824146964742,31.675822789999984,0.151693,0.0032445188,0.36654612,2.048336845423587e-05,-16.90349157791056,-10.241011700063147,6.662479877847412,2534.5,1879.0,1182.5,2551.0,7.836702195486451e-05,0.0,0,0,NO_FIRE,0,12.122140386635412,78.87736162480256,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.87657352211458,12.122764759192943]}",0.11825,0.2551,0.25345,0.1879,0.04552131765955914,0.09522566397486731,0.09208936812882786,0.043707476871076144,0.394814422873562,0.1268548519563264,0.14761271624242892,0.054174182293352253,crops,0.394814422873562,3.8258854802105833
2_4146_0,0,0.0332230153279876,0.0423868585758927,0.0385163027835501,0.0541881474765074,0.0279920156410133,0.0396371504686998,0.2781932866835797,0.4313075538287221,0.0314804437415053,24.23308424000004,0.18234165,0.015739769,0.4864865,1.7822281283256022e-05,-13.81746907673926,-7.022093495510223,6.795375581229038,2462.25,1757.25,877.8,2541.0,3.2649129776694625e-05,0.0,0,0,NO_FIRE,0,12.704885512741868,78.28789154383622,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28368543459571,12.706669693870632]}",0.08778,0.2541,0.246225,0.175725,0.03335846673445829,0.4570379885638812,0.04200177660188264,0.029661930125846704,0.057420839739108345,0.29478941198495523,0.04081406271428695,0.04491552353558068,trees,0.4570379885638812,1.831927644827847
2_4147_0,0,0.0371229041331353,0.0522957458665284,0.0508255099218028,0.3290499399648979,0.0619973608176223,0.0642807115994704,0.0992749750109699,0.1834813723068994,0.0480743456282652,34.51790642000003,0.24838999,0.05222523,0.4469461,2.6742026872611205e-05,-16.9638202484975,-10.34804058654255,6.615779661954948,2670.0,1784.6666666666667,1133.0,2964.25,8.815440414673498e-05,0.0,0,0,NO_FIRE,0,15.930729989683222,77.69819211123239,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69978049991802,15.931621563859714]}",0.1133,0.296425,0.267,0.17846666666666666,0.05405985486045332,0.20632576953217938,0.0722839987519436,0.06971635877163702,0.37001839055474556,0.11163523226851309,0.05715355359856906,0.05880684166195888,crops,0.37001839055474556,3.2964742936901854
2_4148_0,0,0.0365360404432602,0.0361783212373176,0.0346976190100973,0.052690643351525,0.031251759471324,0.0413742708340764,0.0945464595734404,0.6273664294634588,0.036175006117003,25.063663099999985,0.36442462,0.14556314,0.55468696,2.2106593598210304e-05,-17.317019827608746,-10.714827988242307,6.602191839366437,2417.8,1510.0,928.5,3241.6,3.35708684291167e-05,0.0,0,0,NO_FIRE,0,15.369461851630296,78.67957111490828,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.67894415960829,15.365682934864417]}",0.09285,0.32416,0.24178000000000002,0.151,0.03790814731477989,0.6574234970832553,0.04335650832364556,0.03274902837758433,0.05521504720192199,0.09907617170840695,0.036359978728203915,0.037911621262202204,trees,0.6574234970832553,1.518590744429957
2_4149_0,0,0.034004760367395,0.0952944703814056,0.0875027449930914,0.2372270715810979,0.0343505213451054,0.0825168639938864,0.195640550331316,0.1204843297083344,0.0382677355341406,23.66911094,-0.0047340575,-0.12129159,0.23610792,2.368227994072584e-05,-18.442000642005063,-10.700425948673953,7.741574693331112,3420.5,2706.0,1656.5,2680.5,5.536111223166439e-05,0.0,0,0,NO_FIRE,0,10.924717600541335,77.2416182386309,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24163970501706,10.928005431313979]}",0.16565,0.26805,0.34205,0.2706,0.04293549886946046,0.13518058306232275,0.09258197986552216,0.03854047671732118,0.2661631926087885,0.21950409425393982,0.09817602103405816,0.106918153588587,crops,0.2661631926087885,2.3376597342074836
2_4150_0,0,0.032426936812253,0.034340502145434,0.0463301270002765,0.0512357682122715,0.0312953885045966,0.050239629943722,0.0911685526038387,0.5643252113867285,0.0348758336289652,20.72619572000002,0.37515843,0.123421,0.62376535,1.7908457519418115e-05,-14.227696569729517,-8.074490073383046,6.153206496346471,2116.5,1232.5,628.5,2712.5,6.509757799083497e-05,0.0,0,0,NO_FIRE,0,12.126025284465156,75.86938722712206,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8672173203142,12.122764759192943]}",0.06285,0.27125,0.21165,0.12325,0.03858752893126492,0.6243840836235143,0.055586432558829044,0.034626031371285906,0.056688585833963086,0.10087125654540391,0.0512608568739004,0.03799522426183844,trees,0.6243840836235143,3.635018701094148
2_4151_0,0,0.0314424094924274,0.0357490658934693,0.0375727986684069,0.0361002418212592,0.0264688289171317,0.0358562600013101,0.0659215888736071,0.6801989614905324,0.0331436521519208,22.886384360000022,0.43855357,0.17577778,0.6259988,2.2872843291629368e-05,-13.540026769911783,-6.912721145378722,6.6273056245330615,1854.5,1032.5,608.5,2645.5,3.78450035336536e-05,0.0,0,0,NO_FIRE,0,12.231227146584487,75.90406840780807,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.90314993167897,12.230562593287285]}",0.06085,0.26455,0.18545,0.10325,0.03485095155323922,0.7152374441057592,0.03770329155212267,0.02783229410065101,0.03795984139002049,0.06931734890337034,0.03950825274505461,0.0375905756497825,trees,0.7152374441057592,1.654582381872196
2_4152_0,0,0.0351553452512061,0.0503576931077986,0.061863789123229,0.3924302633597769,0.0387850484006445,0.1040441850517791,0.1467377327340231,0.0897101851137863,0.0409651806006546,35.37582944000002,0.00679983,-0.09597405,0.3230941,2.813524086549302e-05,-17.523205703145656,-9.318043806808822,8.205161896336834,2872.0,2337.0,1212.0,2369.0,6.860020922636288e-05,0.0,0,0,NO_FIRE,0,11.410986506153227,78.13434075062511,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.13097183629539,11.41309568473852]}",0.1212,0.2369,0.2872,0.2337,0.044291753615453955,0.09699509089417012,0.1124930817309874,0.0419345840183444,0.4242975200187742,0.15865355428804892,0.06688743135971124,0.05444698407450981,crops,0.4242975200187742,2.4382307425169
2_4153_0,0,0.0350204551128028,0.0634358893373921,0.0525883697574177,0.2990479716250012,0.0297805889164127,0.0912265067454427,0.2615300435948396,0.0891254835071102,0.0327145229694583,35.37241142000005,-0.005888651,-0.13339037,0.26685616,2.607632894515106e-05,-17.85576732438996,-11.003661970673123,6.8521053537168335,3643.0,2818.5,1612.0,2785.5,0.00011138073225260642,0.0,0,0,NO_FIRE,0,15.755674085859244,76.08607177351954,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.08281298850288,15.75195850703581]}",0.1612,0.27855,0.3643,0.28185,0.03558055919909359,0.09693354064899827,0.09921862919453357,0.032389590638797504,0.32524680453711047,0.2844420261654147,0.0571955032046309,0.0689933464114211,crops,0.32524680453711047,4.271334837311057
2_4154_0,0,0.0356323400379242,0.0534927163389511,0.2970667928748298,0.2036996141347723,0.031191659043543,0.0648216332483571,0.1269090807666847,0.0576117166395609,0.0355129603121895,35.42026370000002,-0.023632426,-0.09904431,0.32456252,3.147199061405798e-05,-16.979003409186298,-6.795777746591492,10.183225662594806,3162.5,2718.0,1322.0,2592.5,8.654156986128213e-05,0.0,0,0,NO_FIRE,0,11.529789869999211,77.93656289189812,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.9333424737891,11.529876671674058]}",0.1322,0.25925,0.31625,0.2718,0.04080513433005951,0.06619706765633103,0.07448141267133881,0.035839868770734876,0.23405511803806617,0.145821188739691,0.3413359596523605,0.0614642501414181,built,0.3413359596523605,2.7497965070765353
2_4155_0,0,0.0312945222778357,0.0945830560111276,0.0321973034742233,0.0459356173010104,0.0331063757732729,0.0790045851403299,0.2924782981589326,0.3133325575755032,0.0453790084335624,18.877046899999986,0.15114647,-0.05822901,0.4425896,1.5797945421514155e-05,-14.417654078159842,-7.884665019653912,6.53298905850593,2303.5,1511.6666666666667,792.1111111111111,2050.0,5.276810615842903e-05,0.0,0,0,NO_FIRE,0,11.583865298743603,76.5980936223138,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.594852700451,11.583775588721231]}",0.07921111111111111,0.205,0.23035,0.15116666666666667,0.04848097634893066,0.33475099693744914,0.08440509292425559,0.035369424680416144,0.04907563326784195,0.31247120519124033,0.03439821102566614,0.10104845962419998,trees,0.33475099693744914,3.3401879010524818
2_4156_0,0,0.041114502684476,0.0817035040527116,0.1093612071708776,0.2844398718370939,0.03953350501979,0.0569106788680073,0.1516478895864565,0.0864284733033855,0.0630897846640436,32.69268374000001,-0.027282145,-0.12162162,0.19316578,9.81294610944208e-05,-18.64898489279469,-10.842639430764104,7.806345462030585,2697.5,2231.0,1428.5,2112.5,0.00038993926493719486,0.0,0,0,NO_FIRE,0,18.83358322977555,79.3938293530058,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.39759638690391,18.83317993156577]}",0.14285,0.21125,0.26975,0.2231,0.0722582830920965,0.0989886575842604,0.06518120114858383,0.04527869626682785,0.3257759856263721,0.17368606018245444,0.12525408208518382,0.09357703401422103,crops,0.3257759856263721,3.9737226780649775
