system:index,Burned_Area,CO,DW_bare,DW_built,DW_crops,DW_flooded,DW_grass,DW_shrub,DW_trees,DW_water,LST_C,NBR,NDMI,NDVI,NO2,S1_VH,S1_VV,S1_VV_VH,S2_B11,S2_B12,S2_B4,S2_B8,SO2,T21,confidence,day,fire_date,fire_label,latitude,longitude,month,sample_type,source,year,.geo,FIRMS_T21,S2_B4_refl,S2_B8_refl,S2_B11_refl,S2_B12_refl,DW_water_norm,DW_trees_norm,DW_grass_norm,DW_flooded_norm,DW_crops_norm,DW_shrub_norm,DW_built_norm,DW_bare_norm,DW_dominant_class,DW_dominant_prob,atmospheric_SO2_NO2_ratio,dist_to_industrial_km,nearest_facility_name,nearest_facility_category,is_industrial_zone,industrial_density_5km,industrial_density_15km,industrial_density_30km,industrial_proximity_score,month_sin,month_cos,day_sin,day_cos,spatial_cluster_id,recurrence_count_1km,active_months_count,persistence_score,is_recurrent_hotspot,vegetation_stress_index,fuel_dryness_indicator,thermal_vegetation_ratio,built_industrial_interaction,radar_biomass_proxy,industrial_gas_emission_score,is_thermal_hotspot,target_class,target_class_name,spatial_block_id
2_9649_0,0,0.0354029823591449,0.0617516225443757,0.0717246417153739,0.2620041843461381,0.0316096722204802,0.0661288446492769,0.2509932774824626,0.1146715914223794,0.0314902442747331,34.887052580000045,0.009458607,-0.11770727,0.2884903,2.4370795181921545e-05,-18.145504491231883,-10.805047185804195,7.340457305427686,3549.0,2749.0,1547.0,2801.5,9.26093874140855e-05,0.0,0.0,0.0,NO_FIRE,0,15.890149646355813,76.15409890194073,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.15467821123244,15.886705799653738]}",,0.1547,0.28015,0.3549,0.2749,0.0353674315432615,0.1287903524724957,0.0742708556263844,0.0355015638687752,0.2942630413745391,0.2818964337568669,0.080555626488704,0.0693546948689729,crops,0.2942630413745391,3.800015006600355,61.04,Kirloskar Ferrous Industries Koppal,Steel / Metallurgy,0,0,0,0,0.0022,0.0,-1.0,0.1012,-0.9949,9444,2,1,0.0833,1,2.378428299179965,1.107135316192027,44.24537953098478,0.0001772223782751,-133.19630100333396,0.22569644125919,1,0,Forest/Natural Fire,B_31_152
2_9652_0,0,0.0349928428726614,0.0512722090538591,0.0754177394788712,0.372903775786981,0.0436595406662672,0.0606255427934229,0.1288196434639394,0.13821717008017,0.0430211265012621,30.63332668999999,0.22437388,0.04322957,0.3488835,2.7259269349359868e-05,-16.708482932166774,-8.081409450725834,8.62707348144094,2174.5,1502.0,1144.5,2371.0,0.0001065763256656,0.0,0.0,0.0,NO_FIRE,0,16.341492285638292,74.67066680242809,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.67245799243523,16.344846594554696]}",,0.11445,0.2371,0.21745,0.1502,0.0470723237725751,0.151232752604746,0.0663345061216933,0.0477708558827289,0.4080192383931552,0.140950283234084,0.0825196488251185,0.0561003911658987,crops,0.4080192383931552,3.909727891078003,135.8,Zuari Agro Chemicals Zuarinagar,Fertilizer,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,7802,2,1,0.0833,1,0.7795025819910009,0.7420961363516315,36.08660869247664,0.0,-144.14531001920454,0.2905192767583685,1,0,Forest/Natural Fire,B_32_149
2_9653_0,0,0.0359427479527797,0.0483607199805026,0.0598383831357668,0.3941672306303217,0.0375732594631809,0.0615459469457467,0.1371032726407672,0.134563692859515,0.0402108169421835,36.56188238000004,0.12220009,-0.0261861,0.41567415,2.7804925043724465e-05,-17.258378605403447,-10.825296999378672,6.433081606024775,2856.1666666666665,2120.111111111112,1118.7297297297298,2710.4,3.851993387334653e-05,0.0,0.0,0.0,NO_FIRE,0,16.267015090767693,76.01975799107764,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.0199309186145,16.263998218983936]}",,0.1118729729729729,0.27104,0.2856166666666666,0.2120111111111112,0.0440249963484489,0.1473276729316872,0.0673838607518029,0.0411372545114981,0.4315557904264718,0.1501081434393364,0.0655143267254936,0.0529479548652606,crops,0.4315557904264718,1.385363701314506,103.96,Kirloskar Ferrous Industries Koppal,Steel / Metallurgy,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9446,1,1,0.0833,0,1.1344612897333055,0.9007860662232512,39.92892272868033,0.0,-111.0245579562324,0.1071043874037623,1,0,Forest/Natural Fire,B_32_152
2_9655_0,0,0.0393108077664909,0.0762893341121856,0.0370357644454942,0.2292789580921332,0.0377736808979093,0.1190270049264654,0.2148354168007658,0.1613386045033676,0.0417680821282732,33.608713100000045,0.05507318,-0.1099619,0.30535543,3.161154041237268e-05,-16.55293385440642,-10.156536160221664,6.396397694184756,2843.875,2042.3333333333333,1213.5142857142855,2280.4,0.0001667153846632,0.0,0.0,0.0,NO_FIRE,0,19.48964829811645,78.7721220439385,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.76877568802024,19.48895008897302]}",,0.1213514285714285,0.22804,0.2843875,0.2042333333333333,0.0455313955835262,0.1758752485205528,0.1297513644458368,0.0411770979171769,0.249937043022742,0.2341921354604413,0.0403726950288825,0.0831630200208411,crops,0.249937043022742,5.273877276728596,108.56,Ramagundam Super Thermal Power Station NTPC,Thermal Power,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9448,1,1,0.0833,0,2.125532019755108,1.0488327684881582,41.731528525237664,0.0,-105.879147938318,0.5270130119645003,1,0,Forest/Natural Fire,B_38_157
2_9662_0,0,0.0342670519912537,0.0476711379985014,0.1196724869466076,0.2880840819949905,0.0473480748219622,0.0851540384012171,0.1178369159396323,0.1290894535680612,0.0399178782245144,31.51346683999997,0.16258879,0.0076100896,0.38798586,2.1810932557088788e-05,-16.685432532453333,-8.027770144402808,8.657662388050525,2901.5,2122.0,1299.0,2946.0,6.010966448115161e-05,0.0,0.0,0.0,NO_FIRE,0,10.493910430613482,77.44165334335143,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43926906752336,10.496814094936608]}",,0.1299,0.2946,0.29015,0.2122,0.0456322148649742,0.1475689075678957,0.09734403605045,0.0541260612993149,0.3293239849782667,0.134705543138838,0.136803880383095,0.0544953717171653,crops,0.3293239849782667,2.75594197193624,130.95,BPCL Kochi Refinery Ambalamugal,Refinery,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9455,1,1,0.0833,0,0.961523517268294,0.8310384356598556,35.48870343498484,0.0,-144.45684166457585,0.1311047838027633,1,0,Forest/Natural Fire,B_20_154
2_9663_0,0,0.035341957126693,0.0576255458026108,0.03181189306038,0.0745965443890203,0.0291508403289216,0.0541173400759527,0.2125980811913243,0.4395864240042018,0.0361624384108422,30.323995879999984,0.16196504,-0.02718894,0.3690013,1.975182332632923e-05,-15.08000843560353,-8.241693441314343,6.8383149942891865,2229.0,1522.5,973.0,2111.0,9.56462966888474e-05,0.0,0.0,0.0,NO_FIRE,0,16.08230208741012,79.12778771356929,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.12810180166805,16.084335162160034]}",,0.0973,0.2111,0.2229,0.15225,0.038649572932973,0.4698197439529218,0.0578393541508785,0.0311557400126068,0.0797270513165058,0.2272198835449835,0.0339998112683812,0.0615888428207491,trees,0.4698197439529218,4.842403413023174,54.71,Macherla Cement Cluster Palnadu,Cement,0,0,0,0,0.0042,0.0,-1.0,0.1012,-0.9949,9456,2,1,0.0833,1,1.159083541965709,0.8608202422453425,34.895224989882045,0.0001427992073272,-103.12184779919504,0.1889188754015782,1,0,Forest/Natural Fire,B_32_158
2_9667_0,0,0.0402779186907167,0.0569277086197548,0.0365510272695833,0.0851785994412738,0.0336724687367677,0.0572993470348357,0.2106359526515007,0.4095307896815,0.0375249732488525,30.310323799999992,0.21717474,0.0046440805,0.42775223,3.189043243188835e-05,-14.963106637313947,-7.963579669605249,6.9995269677087,2179.0,1414.5,881.5,2199.333333333333,0.0001783381593489,0.0,0.0,0.0,NO_FIRE,0,18.97521203710699,78.90299835732074,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.90352298063817,18.976910377024893]}",,0.08815,0.2199333333333333,0.2179,0.14145,0.0404660076107582,0.4416279244808843,0.0617902056272364,0.0363115615603198,0.091854505275889,0.2271446273011161,0.0394157282368541,0.0613894399069417,trees,0.4416279244808843,5.5922151488473855,62.9,Ramagundam Super Thermal Power Station NTPC,Thermal Power,0,0,0,0,0.0019,0.0,-1.0,0.1012,-0.9949,9459,1,1,0.0833,0,0.9785170703553672,0.7791897564751266,32.67070972171093,7.488988365002279e-05,-104.73466842858002,0.5687281020743432,1,0,Forest/Natural Fire,B_37_157
2_9673_0,0,0.0356402999713958,0.0502491792910458,0.066925279186655,0.3281115518800695,0.0526941755293485,0.0718553093440063,0.1231330145314774,0.1751301638740936,0.0441524664844002,32.34062768000001,0.34320602,0.142289,0.53458,3.664596311225839e-05,-17.190485425681523,-10.782000214159636,6.408485211521887,1941.0,1264.0,784.0,2585.0,7.063350436297154e-05,0.0,0.0,0.0,NO_FIRE,0,16.401084148651684,75.50287323719287,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.49890805382519,16.398745511601867]}",,0.0784,0.2585,0.1941,0.1264,0.0483994642950396,0.1919758235115453,0.0787670260784414,0.0577627949276705,0.3596723944203725,0.1349771012784178,0.0733627794400684,0.0550826160484441,crops,0.3596723944203725,1.927456624529102,136.97,Kirloskar Ferrous Industries Koppal,Steel / Metallurgy,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9464,1,1,0.0833,0,0.5795662387164449,0.56333942137978,31.259668348508583,0.0,-110.16497162936255,0.2588432795374997,1,0,Forest/Natural Fire,B_32_151
2_9677_0,1,0.0356139812382044,0.0539397384272888,0.0297125081679868,0.0556765931383283,0.0288864587412469,0.0688278480454094,0.2516697346317497,0.3950875108976933,0.0350376176330345,29.508798110000043,0.2798144,0.06609973,0.50217867,2.182081170741804e-05,-12.67374126172594,-5.505363881594069,7.168377380131871,2416.0,1552.0,914.0,2758.0,9.05452683813834e-05,0.0,0.0,0.0,NO_FIRE,0,15.838696438014688,78.99693995714514,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.99335450905012,15.841790035447762]}",,0.0914,0.2758,0.2416,0.1552,0.0381325296339585,0.4299860331573698,0.0749074889372227,0.0314380319891435,0.060594568957321,0.2739000041135083,0.0323370472867639,0.0587042959247119,trees,0.4299860331573698,4.149491301948328,84.95,Macherla Cement Cluster Palnadu,Cement,0,0,0,0,0.0002,0.0,-1.0,0.1012,-0.9949,9468,1,1,0.0833,0,0.7673671436972728,0.6725815262901119,29.44464793887505,6.46740945735278e-06,-90.8501601822002,0.1975771252347799,1,0,Forest/Natural Fire,B_31_157
2_9686_0,0,0.0339882372193232,0.0514880868185383,0.0449277430844421,0.3234430704435978,0.0677310275406433,0.1015904137882618,0.0807766698327703,0.1318850377171587,0.0898218247681283,32.337209659999985,0.37962416,0.15328261,0.49406826,2.284511568472902e-05,-16.79995448281252,-10.140271401676506,6.659683081136015,2003.3333333333333,1227.0,924.0,2728.6666666666665,8.085527497984733e-05,0.0,0.0,0.0,NO_FIRE,0,14.294621420834208,75.9422005575193,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.93908254304375,14.296687746762185]}",,0.0924,0.2728666666666666,0.2003333333333333,0.1227,0.100735072248513,0.1479089167608399,0.1139335311783616,0.0759602687919752,0.3627410281802455,0.0905909414844763,0.0503864117352,0.0577438296203881,crops,0.3627410281802455,3.539280610161043,118.61,Kirloskar Ferrous Industries Koppal,Steel / Metallurgy,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9477,1,1,0.0833,0,0.5264303167920098,0.5252830120638576,32.530170171613754,0.0,-111.88237263304168,0.1847148110635188,1,0,Forest/Natural Fire,B_28_151
2_9691_0,0,0.0354348768174856,0.0726981492301162,0.0378325412121529,0.3525249164444036,0.0458072495216933,0.2026699472469492,0.1254089685389772,0.0556795715909594,0.0537801078305794,34.844327330000056,0.049707603,-0.11175258,0.370229,2.4770733266256232e-05,-18.271054004653763,-10.640949304785636,7.630104699868127,2696.0,1950.0,990.0,2154.0,8.051239475101366e-05,0.0,0.0,0.0,NO_FIRE,0,15.283761522918065,75.31082251087005,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.31026184416008,15.284834559293659]}",,0.099,0.2154,0.2696,0.195,0.0568258932176808,0.0588329313061548,0.2141479674412187,0.0484014996421282,0.3724898306553977,0.1325113864997366,0.0399751512928892,0.0768153399447935,crops,0.3724898306553977,3.2503032463996995,90.8,Kirloskar Ferrous Industries Koppal,Steel / Metallurgy,0,0,0,0,0.0001,0.0,-1.0,0.1012,-0.9949,9482,1,1,0.0833,0,1.864695105669192,1.0564900241191344,40.04041158131947,3.99751512928892e-06,-139.41005503245304,0.1994351055004887,1,0,Forest/Natural Fire,B_30_150
2_9694_0,0,0.0364471124735175,0.0632392744053945,0.0567524524716039,0.4035751832310449,0.0397515849944091,0.0532516005068001,0.1682020154160758,0.0972552263657703,0.0418049684641036,36.62340674000001,0.079104125,-0.041887034,0.27775428,2.680899177914897e-05,-19.806154924595624,-10.864131958391368,8.942022966204256,2462.5,1932.5,1280.0,2264.5,0.0001165682202267,0.0,0.0,0.0,NO_FIRE,0,16.853805114939526,76.18600983021334,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.18162766975603,16.856886306502822]}",,0.128,0.22645,0.24625,0.19325,0.0452516849639765,0.1052736798111211,0.0576420635750602,0.0430290050937443,0.4368489613030481,0.1820698565638157,0.0614315521463254,0.0684531965429084,crops,0.4368489613030481,4.348101606617015,122.1,Sedam Cement Industrial Hub Kalaburagi,Cement,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9485,1,1,0.0833,0,1.355168910697712,0.9594694718265848,47.08865985282653,0.0,-177.1070922079336,0.3125076457767627,1,0,Forest/Natural Fire,B_33_152
2_9696_0,0,0.0403359018347942,0.0516657468785221,0.0413231468216205,0.3058015966574506,0.0747631366927332,0.1026129725699623,0.0656993742547153,0.138725351144482,0.1356899726185171,30.01637407999999,0.48208955,0.22040148,0.53635895,7.719663125880666e-05,-16.975768355207222,-9.785768176309745,7.190000178897478,1903.0,1041.0,899.0,2979.0,0.0002876867990076,0.0,0.0,0.0,NO_FIRE,0,16.59795335720421,80.56687266285294,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5654062562593,16.59637487410816]}",,0.0899,0.2979,0.1903,0.1041,0.1480876811174687,0.1514003958195908,0.1119885048777911,0.0815940878477583,0.3337420478249946,0.0717021884262787,0.0450987561659761,0.0563863379201414,crops,0.3337420478249946,3.726675559754823,4.1,Dr Narla Tata Rao Thermal Power Station (VTPS),Thermal Power,0,1,1,2,0.6637,0.0,-1.0,0.1012,-0.9949,9487,1,1,0.0833,0,0.4175126499245606,0.403762220312534,28.96329894193512,0.0299320444673583,-122.05577751086209,2.220845174101612,1,2,Persistent Thermal Source,B_33_161
2_9698_0,0,0.0367065037673143,0.0687405339836993,0.0533847825945881,0.2931444671855349,0.0525980929682112,0.0783009061124175,0.1824262015794849,0.1155920812819639,0.048024471555634,32.78155226000001,0.10394131,-0.052095953,0.35215163,2.5744979109025203e-05,-17.290616664149198,-10.878181595773931,6.412435068375265,3256.5,2381.5,1405.75,2934.0,0.000148335370742,0.0,0.0,0.0,NO_FIRE,0,16.87971399880809,77.66347306599394,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66384788855324,16.883835765026408]}",,0.140575,0.2934,0.32565,0.23815,0.0538263287908555,0.1295568107500053,0.0877604725363074,0.0589524913897107,0.328559377393038,0.2044651901043623,0.0598342213310109,0.0770451077047094,crops,0.328559377393038,5.7617203771588725,52.32,Sedam Cement Industrial Hub Kalaburagi,Cement,0,0,0,0,0.0053,0.0,-1.0,0.1012,-0.9949,9489,1,1,0.0833,0,1.3472374187493916,0.9427397213994816,38.46915396969904,0.0003171213730543,-110.87495665102404,0.3818891020882297,1,0,Forest/Natural Fire,B_33_155
2_9715_0,0,0.0388421890725435,0.0718001873382755,0.0889800799053573,0.2231233823351474,0.0430234980303794,0.0517528734598895,0.1953178657160147,0.1519024544578837,0.0466217096641982,35.42880875000003,0.057294562,-0.09543892,0.2690245,3.015724047001897e-05,-17.84836195210041,-10.666731360640595,7.181630591459815,3252.428571428572,2394.625,1547.0,2685.7,0.0001137134216968,0.0,0.0,0.0,NO_FIRE,0,18.76546838266661,78.20963303859054,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.21182021186614,18.761314708836206]}",,0.1547,0.26857,0.3252428571428572,0.2394625,0.053433273824686,0.1740958343688316,0.0593141152204496,0.0493093532543373,0.2557223420349892,0.2238543604863008,0.1019803222312218,0.0822903985791833,crops,0.2557223420349892,3.770683919500161,131.04,Ramagundam Super Thermal Power Station NTPC,Thermal Power,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9505,1,1,0.0833,0,2.0996059718441367,1.032676226880847,46.06980499320897,0.0,-128.18034220265173,0.342928300277907,1,0,Forest/Natural Fire,B_37_156
2_9717_0,0,0.0367770209766885,0.0494551149142139,0.0370926194249049,0.0602961327908012,0.0319098943830741,0.0368710473275688,0.2440367252155042,0.4514107974177664,0.0326139967518803,33.18829664000003,0.09448357,-0.076275386,0.37587607,2.6995091880210005e-05,-16.687082285556873,-10.555884856753226,6.131197428803647,2173.0,1543.0,846.0,1865.0,0.0001432573088672,0.0,0.0,0.0,NO_FIRE,0,17.715705200211378,77.61814773146506,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61893212434725,17.719268979257564]}",,0.0846,0.1865,0.2173,0.1543,0.0345602090190286,0.4783483493572417,0.0390712954344612,0.0338140899456178,0.0638942527695276,0.2585994073627554,0.0393060896565548,0.0524063064548128,trees,0.4783483493572417,5.306790934548416,69.54,Sedam Cement Industrial Hub Kalaburagi,Cement,0,0,0,0,0.001,0.0,-1.0,0.1012,-0.9949,9507,3,1,0.0833,1,1.5091752822056903,0.974585045227592,37.89154399434618,3.93060896565548e-05,-102.3117960034412,0.3867244215381687,1,0,Forest/Natural Fire,B_35_155
2_9719_0,0,0.0393037850686495,0.1064148023595205,0.0393421373769847,0.3173266465051306,0.0507346378656587,0.1320716817087183,0.1547601617381183,0.0572440868579886,0.0486333465367486,32.95245326000003,0.020346088,-0.12864512,0.27784538,3.007056845172097e-05,-17.842601417363564,-11.315673641079314,6.52692777628425,3604.4,2671.75,1572.6153846153843,2782.7272727272725,0.0001586430051871,0.0,0.0,0.0,NO_FIRE,0,17.993539842372225,80.07906823392318,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08031600283475,17.997746717334614]}",,0.1572615384615384,0.2782727272727272,0.36044,0.267175,0.0536479549554136,0.0631465529706168,0.1456896581410691,0.0559659114726849,0.3500463539969639,0.1707175585695192,0.0433987246231416,0.1173872852705907,crops,0.3500463539969639,5.275690263115751,38.56,Kakatiya Thermal Power Station Warangal,Thermal Power,0,0,0,0,0.0212,0.0,-1.0,0.1012,-0.9949,9509,1,1,0.0833,0,2.724444150136534,1.1056816070677091,42.36375776892835,0.0009200529620106,-116.45737079215895,0.4770485346865415,1,0,Forest/Natural Fire,B_35_160
2_9720_0,0,0.0367102676106626,0.0726281694389122,0.0443754735229126,0.3764773803581562,0.0564253460221245,0.0713998022631315,0.1460041246353254,0.0967153339149525,0.0526650109825561,34.95028595000002,0.05560792,-0.08152436,0.31637168,2.8784148744342904e-05,-18.28910078727216,-9.851675170508653,8.43742561676351,2802.5,2129.25,1236.0,2380.0,5.779322073833094e-05,0.0,0.0,0.0,NO_FIRE,0,15.577190832097868,76.92213196779151,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91824620273403,15.581278603053102]}",,0.1236,0.238,0.28025,0.212925,0.0574512366758457,0.1055048776268518,0.077888656280475,0.0615533130697968,0.4106918555323743,0.159273061252225,0.0484083414092899,0.0792286581531413,crops,0.4106918555323743,2.007814135885792,47.81,Bellary Thermal Power Station (BTPS Kudatini),Thermal Power,0,0,0,0,0.0084,0.0,-1.0,0.1012,-0.9949,9510,1,1,0.0833,0,1.6942681982992258,1.0213830399110688,42.81173245745127,0.000406630067838,-154.31292749009984,0.166352866214676,1,0,Forest/Natural Fire,B_31_153
2_9721_0,0,0.0364899623617856,0.0592822160266725,0.0505778734845205,0.2734151315104601,0.0623119076922664,0.0723730674382813,0.1982336280915629,0.1596353458609946,0.0484401623734497,33.755687960000046,0.072299406,-0.072357126,0.34208658,2.8469211315881573e-05,-17.084073451589386,-9.817200358215851,7.266873093373535,2186.0,1636.0,927.0,1891.0,5.731385740116166e-05,0.0,0.0,0.0,NO_FIRE,0,17.612556652558208,77.47632523417006,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47520167888814,17.611471145163218]}",,0.0927,0.1891,0.2186,0.1636,0.0524091416552456,0.17271518187558,0.0783030063804347,0.0674174783287376,0.2958175954809217,0.2144760419130716,0.0547220076521504,0.0641395467138581,crops,0.2958175954809217,2.0131873962096405,52.47,Sedam Cement Industrial Hub Kalaburagi,Cement,0,0,0,0,0.0053,0.0,-1.0,0.1012,-0.9949,1532,2,1,0.0833,1,1.536510615890633,0.9948263427703328,40.08576880538822,0.0002900266405563,-124.14779369057204,0.1631680317681974,1,0,Forest/Natural Fire,B_35_154
2_9723_0,0,0.0386729176967737,0.0508782212023756,0.0427002463755863,0.2385467958991371,0.037385826054517,0.0698450062800908,0.1585063481858621,0.2461643672903024,0.0347579560863475,33.11480921000003,0.28562018,0.08665801,0.45202082,3.291248682281537e-05,-15.880517809489136,-8.671507340381076,7.209010469108058,2461.0,1627.0,1105.0,2928.0,0.000145068458103,0.0,0.0,0.0,NO_FIRE,0,16.868213609850887,80.60762351913543,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.61032202046526,16.865869459344015]}",,0.1105,0.2928,0.2461,0.1627,0.0395522969636844,0.2801190649057718,0.0794790816513416,0.0425426423425893,0.2714507633216121,0.1803699313763415,0.0485901075677191,0.0578961118709398,trees,0.2801190649057718,4.407702732521464,31.19,Dr Narla Tata Rao Thermal Power Station (VTPS),Thermal Power,0,0,0,0,0.0442,0.0,-1.0,0.1012,-0.9949,9512,1,1,0.0833,0,0.6782559688563056,0.6524730864146419,34.783702745072354,0.0021476827544931,-114.48281914346416,0.477456371572113,1,0,Forest/Natural Fire,B_33_161
2_9724_0,0,0.0415464477820744,0.0994221101282164,0.0360376819880912,0.2756901344691869,0.043505757843377,0.1587852659649797,0.1489656669000396,0.1084731650480534,0.0488746623886982,30.635035700000003,0.15618812,-0.053303607,0.35450196,3.073696087340668e-05,-16.529490897346996,-8.801651320682794,7.727839576664202,2598.5,1704.5,1113.0,2335.5,0.000197008055247,0.0,0.0,0.0,NO_FIRE,0,19.549849177271746,79.80318007989023,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80183826475769,19.551832158861387]}",,0.1113,0.23355,0.25985,0.17045,0.0531388162011128,0.1179370925245386,0.1726387590456072,0.0473014923631252,0.2997431934671705,0.1619624322051147,0.0391818514110525,0.1080963627822782,crops,0.2997431934671705,6.409483880283345,95.56,Ramagundam Super Thermal Power Station NTPC,Thermal Power,0,0,0,0,0.0001,0.0,-1.0,0.1012,-0.9949,9513,1,1,0.0833,0,1.353939053780106,0.888790096833451,35.85133461835477,3.91818514110525e-06,-127.7372539386288,0.605542888587298,1,0,Forest/Natural Fire,B_39_159
2_9728_0,0,0.0358061247633414,0.0557965556841476,0.0423802268217384,0.0810999194592503,0.0361783421207552,0.0839442034152203,0.2565337394480593,0.279585766630979,0.0361366432043723,29.53956029000005,0.14130434,-0.049374335,0.48556876,2.3228064304097195e-05,-15.227458838090662,-8.286736093177351,6.940722744913311,2704.5,1843.3333333333333,848.4,2450.0,3.562839962338261e-05,0.0,0.0,0.0,NO_FIRE,0,15.155271979187091,74.78652134283668,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78923897937077,15.159070419516926]}",,0.08484,0.245,0.27045,0.1843333333333333,0.0414574880597056,0.3207526364918429,0.0963043465627411,0.0415053268232086,0.0930412635066821,0.2943063742786367,0.048620391703047,0.0640121725741357,trees,0.3207526364918429,1.5338514288983658,102.05,Zuari Agro Chemicals Zuarinagar,Fertilizer,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9517,1,1,0.0833,0,1.2263840112490865,0.901093187179886,29.97209478311797,0.0,-105.68956990476708,0.0827578757504003,1,0,Forest/Natural Fire,B_30_149
2_9730_0,0,0.0341343840800047,0.0650525146457194,0.0411267012564672,0.3733885699400195,0.0388471465040412,0.1232929299240587,0.1142098138591757,0.0904003228405835,0.0430316680835353,32.24492312000001,0.06649311,-0.08802523,0.3729926,2.1428313988870727e-05,-15.576856894188689,-8.622476985498817,6.954379908689869,2932.5,2151.5,1122.5,2458.0,4.6143278642440496e-05,0.0,0.0,0.0,NO_FIRE,0,14.109305412790697,75.53846984550735,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.53484066518998,14.108041537097085]}",,0.11225,0.2458,0.29325,0.21515,0.0483855447161727,0.1016476715396747,0.1386326823874865,0.0436803969722517,0.419844504104948,0.128419471092344,0.0462435673841529,0.0731461618029691,crops,0.419844504104948,2.1533788736904844,133.68,Udupi Power Corporation (UPCL Nandikoor),Thermal Power,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,9519,1,1,0.0833,0,1.6177859669127492,1.0156790486988347,36.936078404330125,0.0,-108.3273806254831,0.0988772663226167,1,0,Forest/Natural Fire,B_28_151
2_9733_0,0,0.0357483655708878,0.0551884722060941,0.0377937302892578,0.0824520871974527,0.0316915534324301,0.0561505440815255,0.1929569750751272,0.3892588346457943,0.0354801531848979,32.043259939999984,0.1199095,-0.07584597,0.3580247,2.644721059203192e-05,-16.526962022641456,-9.842628872997658,6.684333149643798,2305.0,1556.0,936.0,1980.0,0.0001236827794688,0.0,0.0,0.0,NO_FIRE,0,17.81881144861285,77.14956637911592,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1518081766051,17.81808366051071]}",,0.0936,0.198,0.2305,0.1556,0.0402738555646654,0.4418513641160825,0.0637370106727526,0.0359733803545369,0.0935921396249452,0.2190272771335777,0.0429000186946027,0.0626449538388367,trees,0.4418513641160825,4.676590714109693,72.63,Sedam Cement Industrial Hub Kalaburagi,Cement,0,0,0,0,0.0007,0.0,-1.0,0.1012,-0.9949,9522,1,1,0.0833,0,1.5375685206021,0.9468418176602852,37.34538171220477,3.003001308622189e-05,-110.4717201108464,0.3271064515219196,1,0,Forest/Natural Fire,B_35_154
