system:index,Burned_Area,CO,DW_bare,DW_built,DW_crops,DW_flooded,DW_grass,DW_shrub,DW_trees,DW_water,LST_C,NBR,NDMI,NDVI,NO2,S1_VH,S1_VV,S1_VV_VH,S2_B11,S2_B12,S2_B4,S2_B8,SO2,T21,confidence,day,fire_date,fire_label,latitude,longitude,month,sample_type,source,year,.geo,FIRMS_T21,S2_B4_refl,S2_B8_refl,S2_B11_refl,S2_B12_refl,DW_water_norm,DW_trees_norm,DW_grass_norm,DW_flooded_norm,DW_crops_norm,DW_shrub_norm,DW_built_norm,DW_bare_norm,DW_dominant_class,DW_dominant_prob,atmospheric_SO2_NO2_ratio,dist_to_industrial_km,nearest_facility_name,nearest_facility_category,is_industrial_zone,industrial_density_5km,industrial_density_15km,industrial_density_30km,industrial_proximity_score,month_sin,month_cos,day_sin,day_cos,spatial_cluster_id,recurrence_count_1km,active_months_count,persistence_score,is_recurrent_hotspot,vegetation_stress_index,fuel_dryness_indicator,thermal_vegetation_ratio,built_industrial_interaction,radar_biomass_proxy,industrial_gas_emission_score,is_thermal_hotspot,target_class,target_class_name,spatial_block_id
2_9_0,0,0.0320339319782172,0.0407889444516816,0.0526823741868914,0.2342128686723299,0.0339444708321631,0.0717178235354367,0.1591427588379398,0.2628739320255893,0.0379973781624964,30.06422636000002,0.16175184,-0.032083776,0.47596523,2.083722188567754e-05,-14.840154099725682,-7.767709874732706,7.072444224992976,2647.0,1791.1666666666663,881.375,2482.428571428572,2.850824614343349e-05,0.0,0.0,0.0,NO_FIRE,0,13.501592698440328,75.89735390029078,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.89416677883777,13.497187143895811]}",,0.0881375,0.2482428571428572,0.2647,0.1791166666666666,0.0425330826758923,0.2942528991438897,0.0802786998808914,0.0379963843326119,0.2621705967289728,0.1781394518847239,0.0589710102436744,0.0456578751093434,trees,0.2942528991438897,1.3681404507684698,125.33,Udupi Power Corporation (UPCL Nandikoor),Thermal Power,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,17,1,1,0.0833,0,1.1445575318910894,0.8651423261978521,30.804608028915148,0.0,-104.95616216061076,0.0594032650462234,1,0,Forest/Natural Fire,B_27_151
2_10_0,0,0.0376130443535699,0.0886239898520418,0.041943228803575,0.2484583076244841,0.0943657307394055,0.0992632964755305,0.1255296722649493,0.1111451278363044,0.0682835832186457,30.43166351000002,0.016967315,-0.11322224,0.26899934,3.664667615313757e-05,-17.91772240195992,-10.67629652280506,7.2414258791548605,3574.0,2752.0,1640.0,2847.0,0.0001416594319743,0.0,0.0,0.0,NO_FIRE,0,13.405494812830886,80.26192410492976,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25997905965865,13.407355615483858]}",,0.164,0.2847,0.3574,0.2752,0.077806035387836,0.1266448147855206,0.11310600871015,0.107525455449507,0.2831069338223269,0.1430353484994489,0.0477924003214866,0.1009830030237237,crops,0.2831069338223269,3.865546533670328,17.49,Vallur Thermal Power Plant NTPC,Thermal Power,0,0,0,6,0.1739,0.0,-1.0,0.1012,-0.9949,18,1,1,0.0833,0,2.453628462537417,1.0943338475889144,39.57306843722392,0.0083110984159065,-129.74985869706535,0.5191347327599594,1,0,Forest/Natural Fire,B_26_160
2_11_0,0,0.0376775150685008,0.0986890056801419,0.0397727157575108,0.332286158749353,0.0352833687718356,0.1082337936686892,0.1817821966138698,0.097028691351654,0.0417370940633719,30.558130249999977,0.074553296,-0.075291626,0.32254803,3.2986965246187e-05,-17.468684192741854,-10.061111064265118,7.407573128476736,3042.0,2253.0,1340.0,2616.0,0.0001558306531406,0.0,0.0,0.0,NO_FIRE,0,16.65498116815762,77.15960295354922,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1607913294463,16.659256943996528]}",,0.134,0.2616,0.3042,0.2253,0.0446475316052764,0.1037947576600306,0.1157812212859021,0.037743771044272,0.3554573481381251,0.1944583481607785,0.0425461720242168,0.1055708500813981,crops,0.3554573481381251,4.724006951764459,38.97,Raichur Thermal Power Station (RTPS Shaktinagar),Thermal Power,0,0,0,0,0.0203,0.0,-1.0,0.1012,-0.9949,19,1,1,0.0833,0,1.6090100824645073,0.9951250911205008,37.1505725325243,0.0008636872920916,-129.40055561600087,0.5140380339439593,1,0,Forest/Natural Fire,B_33_154
2_14_0,0,0.0384215903107258,0.0557849402294347,0.031258610064948,0.0678098725620657,0.0303976403941449,0.0648120405201457,0.169952872613641,0.4728508277085462,0.0388524355734453,29.63526485,0.22936222,0.038211383,0.5063403,2.634342148172647e-05,-12.945861294862084,-6.9140968765798325,6.031764418282251,2366.0,1601.0,837.0,2554.0,0.0001089097061215,0.0,0.0,0.0,NO_FIRE,0,16.356215400435232,79.57302526339058,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.57725944372781,16.35382974739589]}",,0.0837,0.2554,0.2366,0.1601,0.0416997244656636,0.5075035564124057,0.0695617711440127,0.0326253222000971,0.0727792983928795,0.1824078170528038,0.0335493877706561,0.0598731225614811,trees,0.5075035564124057,4.134227825988623,20.25,Macherla Cement Cluster Palnadu,Cement,0,0,0,1,0.132,0.0,-1.0,0.1012,-0.9949,22,1,1,0.0833,0,0.859657718369923,0.7411906446341502,29.44855219452108,0.0044285191857266,-78.08638552236651,0.2869054291809639,1,0,Forest/Natural Fire,B_32_159
2_20_0,0,0.0346359617365926,0.0798340174197046,0.0781573901487583,0.2800298718847679,0.0316471988378368,0.0669843755679688,0.2341639748300184,0.0792673960742023,0.0329005258821847,37.42151440999999,-0.022427589,-0.13798758,0.2913503,2.2109218033350185e-05,-18.162145383479697,-11.714571968182051,6.447573415297645,3817.0,3024.0,1586.6666666666667,2891.333333333333,-2.3809893056250985e-05,0.0,0.0,0.0,NO_FIRE,0,14.411346067392133,76.63011445074493,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.63078531181579,14.413468733697723]}",,0.1586666666666666,0.2891333333333333,0.3817,0.3024,0.037260582199336,0.0897721008389551,0.075861305100688,0.0358411612598104,0.3171400997356663,0.2651959443907155,0.0885149942755263,0.0904138121993021,crops,0.3171400997356663,0.0045230003091541,86.46,JSW Steel Vijayanagar Toranagallu,Steel / Metallurgy,0,0,0,0,0.0002,0.0,-1.0,0.1012,-0.9949,28,1,1,0.0833,0,2.7994748692846,1.1635098977313445,47.288178711753815,1.770299885510526e-05,-117.10176573929456,0.0,1,0,Forest/Natural Fire,B_28_153
2_23_0,0,0.0330923767962491,0.0536399915069341,0.0740087776444852,0.2273061468824744,0.0284056678041815,0.0694964749924838,0.178665142506361,0.1973728638887405,0.0334984190855175,33.49762744999998,-0.0030716723,-0.13758488,0.27526742,1.94882629940478e-05,-16.436678909448638,-8.939644535212938,7.4970343742356995,3853.0,2939.0,1660.0,2921.0,7.922057726874762e-05,0.0,0.0,0.0,NO_FIRE,0,13.789056428456934,76.10079640299907,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10077929418527,13.784648034814058]}",,0.166,0.2921,0.3853,0.2939,0.0388435438056141,0.2288663672434732,0.0805855752122164,0.0329381753468024,0.2635759093936468,0.2071735765131235,0.0858178766315685,0.0621989758535549,crops,0.2635759093936468,4.065040444750953,157.97,Udupi Power Corporation (UPCL Nandikoor),Thermal Power,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,31,1,1,0.0833,0,2.9985595954316686,1.1410791679647947,43.20783588455191,0.0,-123.22634678241138,0.1543871444353638,1,0,Forest/Natural Fire,B_27_152
2_32_0,0,0.040384107424177,0.0729466630796463,0.0421512160237933,0.1729629742810228,0.0335451531607438,0.0906458452056326,0.2470918230212512,0.1925836592426468,0.0362409540582174,33.81208529000003,0.008942743,-0.14303094,0.30834976,3.149997325706619e-05,-16.69400268407625,-10.045779617152526,6.648223066923723,3476.166666666667,2560.0,1377.75,2606.2,0.0001418130513133,0.0,0.0,0.0,NO_FIRE,0,19.10709622617083,78.72793009489195,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.72385992381427,19.102674516801624]}",,0.137775,0.2606199999999999,0.3476166666666667,0.256,0.0408041522590824,0.2168323974508173,0.1020593128834914,0.0377689156562054,0.1947412180818773,0.2782038340474447,0.0474585915640471,0.0821315780570342,shrub,0.2782038340474447,4.502005451115359,85.78,Ramagundam Super Thermal Power Station NTPC,Thermal Power,0,0,0,0,0.0002,0.0,-1.0,0.1012,-0.9949,40,1,1,0.0833,0,2.730348363553747,1.1328091080625318,41.82853383911443,9.49171831280942e-06,-110.98545372356227,0.4467107323871906,1,0,Forest/Natural Fire,B_38_157
2_33_0,0,0.0368231031956881,0.0613708861526988,0.0974980005218337,0.3167646198999136,0.0601970575128992,0.1032302999492025,0.0856866721352118,0.0835450042615689,0.0633777825028768,31.06228820000001,0.24707502,0.05697064,0.4061045,2.454276442900684e-05,-16.30445190170829,-10.219888205392628,6.084563696315664,2425.0,1641.0,1148.0,2718.0,7.55547946470052e-05,0.0,0.0,0.0,NO_FIRE,0,13.674202221772928,79.74745824165262,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74793934771053,13.676850200719715]}",,0.1148,0.2718,0.2425,0.1641,0.0727084321161582,0.0958447271442592,0.1184281456336303,0.0690594321372861,0.3633995692693745,0.0983016971904903,0.111851921484964,0.0704060750238371,crops,0.3633995692693745,3.078495695362979,35.32,Sri City Multi-Product SEZ,Industrial SEZ,0,0,0,0,0.0292,0.0,-1.0,0.1012,-0.9949,41,1,1,0.0833,0,0.7539448264382613,0.7100303620174128,34.2811322535094,0.0032660761073609,-99.20547612945916,0.1854323526503435,1,0,Forest/Natural Fire,B_27_159
2_35_0,0,0.0363776609144317,0.0437722701490635,0.0402492122347688,0.10427072752888,0.1564383792823978,0.0969773269746275,0.1082707949071413,0.1683313887499805,0.1029864071557919,30.47780678000004,0.34415478,0.13216406,0.41907564,2.1118585166576524e-05,-14.875884544873912,-10.042753927063073,4.83313061781084,1571.0,1000.0,839.0,2049.5,6.922332530176567e-05,0.0,0.0,0.0,NO_FIRE,0,14.592317295757962,79.3815241671543,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.37963008122152,14.593131790521628]}",,0.0839,0.20495,0.1571,0.1,0.1253949167933906,0.204958120872096,0.1180783385173657,0.1904773464301392,0.1269586886616121,0.1318291189437974,0.0490069200253143,0.0532965497562844,trees,0.204958120872096,3.277839152374774,85.16,Sri Damodaram Sanjeevaiah (Krishnapatnam) TPS,Thermal Power,0,0,0,0,0.0002,0.0,-1.0,0.1012,-0.9949,43,1,1,0.0833,0,0.5204833024847404,0.5691660529932068,33.161369373254246,9.80138400506286e-06,-71.89709306084919,0.1461898690898969,1,0,Forest/Natural Fire,B_29_158
2_43_0,0,0.0372420138399382,0.0776609950774018,0.0717272597455209,0.3136616374906753,0.0387017209187991,0.054591872481509,0.2141851285818002,0.09948739142067,0.0341916127475879,34.50594335000005,0.048440367,-0.089257255,0.260812,3.229950335320722e-05,-17.801360815244607,-11.20453615655264,6.596824658691967,3417.0,2593.0,1675.0,2857.0,0.0001251879281272,0.0,0.0,0.0,NO_FIRE,0,16.761788999609077,77.2066610918103,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20570709365228,16.758071625249674]}",,0.1675,0.2857,0.3417,0.2593,0.0378138958900516,0.1100271545927423,0.0603753732735051,0.0428018080455285,0.3468911686715409,0.2368760494914323,0.0793260953356803,0.0858884546995186,crops,0.3468911686715409,3.8758468437803177,47.01,Sedam Cement Industrial Hub Kalaburagi,Cement,0,0,0,0,0.0091,0.0,-1.0,0.1012,-0.9949,51,1,1,0.0833,0,2.0405568755508594,1.0364932338103874,45.35409976446225,0.0007218674675546,-117.43245598427856,0.4043507904325561,1,0,Forest/Natural Fire,B_33_154
2_46_0,1,0.035647197688009,0.0399865431245416,0.0374416745296318,0.0408476391398557,0.0277754121640583,0.0417068523107742,0.1160844790093524,0.6120708143785216,0.0334665863157002,25.09442528,0.34979424,0.06861996,0.6283024,2.306687463579904e-05,-14.279152517411635,-7.661061037139981,6.618091480271654,2072.6,1145.5,542.8333333333334,2378.0,6.885167032366108e-05,0.0,0.0,0.0,NO_FIRE,0,15.720578252760944,78.74159889933843,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.74182622949667,15.725009048512225]}",,0.0542833333333333,0.2378,0.20726,0.11455,0.0352509914696126,0.6447058224858188,0.0439306202659151,0.0292563695628814,0.0430255947018223,0.1222739881717002,0.0394380274403093,0.0421185859019401,trees,0.6447058224858188,2.984872090855582,111.98,Macherla Cement Cluster Palnadu,Cement,0,0,0,0,0.0,0.0,-1.0,0.1012,-0.9949,54,2,1,0.0833,1,0.8030760225916375,0.6055886667570304,22.240868476394272,0.0,-94.50073762098148,0.1588192847821255,1,0,Forest/Natural Fire,B_31_157
2_50_0,0,0.0355990252537324,0.0820328899932539,0.065696730870632,0.1906943472112407,0.0316763271111995,0.0676131589621629,0.3017360542080891,0.1271058538139028,0.0311827733049817,32.93707217000002,0.049655445,-0.110902935,0.28711218,2.4633224671252447e-05,-16.28355677561305,-9.801147036057388,6.482409739555664,3854.0,2792.6666666666665,1708.4,3084.5,0.0001088712377081,0.0,0.0,0.0,NO_FIRE,0,16.94714237217115,78.48571127499258,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.481314797102,16.946717834914775]}",,0.17084,0.30845,0.3854,0.2792666666666666,0.0347348208489178,0.1415845543272867,0.0753150125747453,0.0352845956515181,0.2124164493805809,0.3361069807380776,0.0731802830630978,0.0913773034157754,shrub,0.3361069807380776,4.419690850916295,63.0,Jeedimetla Industrial Area Hyderabad,Industrial Estate,0,0,0,0,0.0018,0.0,-1.0,0.1012,-0.9949,58,1,1,0.0833,0,2.2587512718116924,1.0557405554107688,41.84546117682999,0.0001317245095135,-105.55668703684168,0.2681849658700958,1,0,Forest/Natural Fire,B_33_156
2_51_0,0,0.0350643143117305,0.0374664685835963,0.0879109238494971,0.1366855665967848,0.0361201253560322,0.0460510175356543,0.1228340465612219,0.3902606875696954,0.0350010645220448,32.78497028000004,0.34629127,0.14546305,0.587076,2.263839409951159e-05,-15.167437963589522,-8.276209741571932,6.89122822201759,2131.5,1387.3333333333333,743.375,2857.166666666667,3.881894659481986e-05,0.0,0.0,0.0,NO_FIRE,0,13.556100318060931,79.30537979618775,0.0,BACKGROUND,BACKGROUND,2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.30776485849196,13.560069213784178]}",,0.0743375,0.2857166666666667,0.21315,0.1387333333333333,0.0392243546915881,0.437350230355865,0.0516076145223917,0.0404784433792661,0.1531782881071,0.1376554192369158,0.0985184109519311,0.0419872387549419,trees,0.437350230355865,1.7147394123533417,70.01,SIPCOT Ranipet Industrial Estate,Chemical / Leather,0,0,0,0,0.0009,0.0,-1.0,0.1012,-0.9949,59,1,1,0.0833,0,0.6028516120040125,0.5586182643225734,30.15885759597308,8.866656985673799e-05,-104.52227655038912,0.0878798611541425,1,0,Forest/Natural Fire,B_27_158
